pos	3pG>A
1	0.0209424083769634
2	0.0460526315789474
3	0.0303571428571429
4	0.0317460317460317
5	0.0263653483992467
6	0.0512820512820513
7	0.0233009708737864
8	0.020703933747412
9	0.0294117647058824
10	0.0323886639676113
11	0.0217821782178218
12	0.0289855072463768
13	0.0209923664122137
14	0.0297872340425532
15	0.0243445692883895
16	0.0355731225296443
17	0.0225988700564972
18	0.0261682242990654
19	0.0157790927021696
20	0.0290697674418605
21	0.0268336314847943
22	0.0357142857142857
23	0.0099009900990099
24	0.024904214559387
25	0.029940119760479
