"","Position","C.T","G.A"
"1",1,0.785582511429411,0
"2",2,0.571006533976081,0
"3",3,0.326239078822291,0
"4",4,0.150110850960207,0
"5",5,0.0608697042173611,0
"6",6,0.0235818868567023,0
"7",7,0.00927220167696435,0
"8",8,0.00396096347111136,0
"9",9,0.00201382503432932,0
"10",10,0.00130309178141136,0
"11",11,0.0010440242074613,0
"12",12,0.00094962036910606,0
"13",-12,0.00094962036910606,0
"14",-11,0.0010440242074613,0
"15",-10,0.00130309178141136,0
"16",-9,0.00201382503432932,0
"17",-8,0.00396096347111136,0
"18",-7,0.00927220167696435,0
"19",-6,0.0235818868567023,0
"20",-5,0.0608697042173611,0
"21",-4,0.150110850960207,0
"22",-3,0.326239078822291,0
"23",-2,0.571006533976081,0
"24",-1,0.785582511429411,0
