pos	5pC>T
1	0.243070885454991
2	0.119826474381522
3	0.0581585399073822
4	0.0475474791638202
5	0.0419555764484663
6	0.0398498411781692
7	0.0343480603448276
8	0.0358600222579449
9	0.0383033054333948
10	0.0317982456140351
11	0.0335970785149117
12	0.0333843371818055
13	0.0332961827807189
14	0.0327747658945293
15	0.0348967057509771
16	0.0314631769455659
17	0.0355137905784721
18	0.0315789473684211
19	0.0343642611683849
20	0.0355087547447043
21	0.0316906324165852
22	0.0317503763514438
23	0.0384135694686954
24	0.0345599552259689
25	0.0383351588170865
