pos	3pG>A
1	0.027270981371231
2	0.0245362932671243
3	0.0225225225225225
4	0.0210249671484888
5	0.02
6	0.0244644441627583
7	0.0197961294135027
8	0.0207706632287638
9	0.0239174219536757
10	0.0173015411456819
11	0.0189928057553957
12	0.021805661820964
13	0.0158125088239447
14	0.017349260523322
15	0.0197044334975369
16	0.0174765558397272
17	0.0160926030491248
18	0.0220597504096811
19	0.0182804912882034
20	0.0177650429799427
21	0.0198827427988784
22	0.0163153335258446
23	0.0187429537767756
24	0.0186562460607589
25	0.0174021996380342
