"","Position","C.T","G.A"
"1",1,0.88051518113416,0.275604292533229
"2",2,0.819667546254151,0.289394281575966
"3",3,0.738754697815442,0.252540982943502
"4",4,0.640668782345148,0.194398177758597
"5",5,0.526951599622832,0.153432125304634
"6",6,0.404261207723798,0.131127098631718
"7",7,0.288868214172873,0.111729379507026
"8",8,0.195791850277117,0.0895940274676989
"9",9,0.128768569783331,0.0676456917573433
"10",10,0.0856383390297367,0.0467281328136378
"11",11,0.0568325331745077,0.0317298430835946
"12",12,0.0366878061273342,0.0226786879902268
"13",-12,0.0161696675409707,0.0429443705413666
"14",-11,0.0249247343871226,0.0632261736895633
"15",-10,0.0382732097191966,0.0933214953530439
"16",-9,0.0581843821233699,0.136926116122456
"17",-8,0.084812735243845,0.199574666587432
"18",-7,0.114555988663866,0.287180950780514
"19",-6,0.14766098740997,0.396413030789316
"20",-5,0.180437547449188,0.518282554723095
"21",-4,0.213929116945718,0.636833376523156
"22",-3,0.24656881048567,0.73963667711287
"23",-2,0.268246527169639,0.821106747668096
"24",-1,0.259723275924787,0.881030494325723
