# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/out/FUM002.A0101.SG1.1_5M.mapped_l_mirabilis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/input/GCF_900637555.1_51726_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	39	107
+	44	81
+	30	247
+	32	231
+	37	136
+	49	47
+	42	111
+	31	264
+	48	48
+	50	36
+	34	231
+	43	114
+	36	164
+	33	228
+	41	68
+	35	153
+	40	106
+	52	33
+	54	19
+	72	5
+	38	112
+	46	83
+	58	18
+	53	22
+	55	17
+	45	72
+	67	16
+	51	29
+	47	52
+	56	26
+	103	1
+	29	4
+	82	2
+	96	1
+	70	8
+	68	8
+	59	14
+	66	7
+	73	3
+	61	8
+	57	17
+	60	16
+	76	12
+	64	10
+	62	8
+	71	4
+	69	4
+	63	7
+	78	1
+	74	2
+	94	1
+	88	2
+	75	7
+	65	8
+	81	3
+	77	2
+	121	1
+	86	2
+	91	2
+	135	1
+	28	1
+	95	1
+	98	1
+	114	1
+	79	3
+	90	1
+	85	1
+	101	1
+	80	1
+	108	1
-	42	116
-	34	218
-	37	124
-	36	169
-	56	21
-	31	271
-	32	253
-	74	2
-	45	77
-	30	255
-	81	4
-	79	5
-	48	52
-	69	10
-	40	91
-	33	205
-	41	81
-	47	64
-	53	32
-	46	57
-	71	5
-	35	171
-	38	112
-	58	14
-	43	104
-	67	10
-	54	26
-	44	84
-	50	43
-	60	14
-	63	13
-	57	11
-	64	14
-	52	30
-	49	52
-	51	43
-	70	6
-	88	3
-	68	6
-	39	104
-	55	15
-	66	9
-	62	9
-	86	2
-	78	3
-	72	3
-	61	15
-	73	3
-	93	3
-	90	2
-	82	5
-	91	1
-	65	7
-	94	1
-	75	3
-	109	1
-	76	6
-	29	5
-	80	2
-	104	1
-	118	1
-	89	2
-	84	2
-	108	1
-	59	9
-	117	1
-	28	1
-	77	3
-	97	1
-	98	2
-	101	1
-	106	1
