pos	3pG>A
1	0.401548137397194
2	0.241179568193786
3	0.164754953076121
4	0.133265513733469
5	0.0869356388088377
6	0.0702274975272008
7	0.0531019978969506
8	0.0419753086419753
9	0.0481463649494463
10	0.0461236506378803
11	0.0341440598690365
12	0.0380570856284427
13	0.0329505741387918
14	0.0337552742616034
15	0.0302593659942363
16	0.0289340101522843
17	0.0282220131702728
18	0.0284313725490196
19	0.0213717693836978
20	0.0244618395303327
21	0.0198019801980198
22	0.0238578680203046
23	0.0227492739593417
24	0.023406374501992
25	0.0245
