"","Position","C.T","G.A"
"1",1,0.804953195293956,0.20228564579318
"2",2,0.606326081393722,0.156965629737575
"3",3,0.364888800608467,0.0957196377166133
"4",4,0.177806792368414,0.0493374320460265
"5",5,0.0760789807922821,0.0228247585021669
"6",6,0.0305520849893678,0.0100631705295751
"7",7,0.0119028097320143,0.00438572666622223
"8",8,0.00460078929495937,0.0018832584374828
"9",9,0.00179363994889455,0.000793214773363684
"10",10,0.000715148930484286,0.000330854866930952
"11",11,0.000295716439308528,0.000142320803513507
"12",12,0.000132063205446958,6.6274804764134e-05
"13",-12,6.75265815925575e-05,0.000131048045876625
"14",-11,0.000145631275951364,0.000292956806642197
"15",-10,0.000337032010135932,0.000710361391754523
"16",-9,0.000798432170901644,0.00179207580711683
"17",-8,0.00188402222614318,0.00460995676787055
"18",-7,0.00437699233851651,0.0119387774485732
"19",-6,0.00996256359113328,0.0307224001283135
"20",-5,0.0220822767229338,0.0769283530975395
"21",-4,0.0464744894308678,0.180348752079223
"22",-3,0.0883149633219227,0.369188174261787
"23",-2,0.146905906474897,0.609248733387923
"24",-1,0.20510110873096,0.805322877953743
