"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.030786280251925,0.0025063434326226,0.999912279633049,0.276919304156097,0.247603169808151,-5790.19254681171
"Std.",0.0002901493023287,0.000554606517430517,8.52723076804901e-05,0.00124397999304721,0.00336467091284042,1.71244198216162
"Acceptance ratio",0.21028,0.18314,0.1228,0.20344,0.18932,0.6336
"0%",0.029714310329833,0.000238025404991766,0.999150760075405,0.272354167290551,0.235096517055938,-5802.61224157899
"2.5%",0.030226883908578,0.00140896697450664,0.99968118945814,0.274451945040895,0.240990327200941,-5794.28566488386
"5%",0.0303123454016229,0.0015783003494267,0.999748824750602,0.274879839040707,0.242071119168852,-5793.44233192
"7.5%",0.0303707064204494,0.00169740118376441,0.999779516770515,0.275104169209273,0.242691319022317,-5792.90355444798
"10%",0.0304177839194037,0.0017820485132385,0.999800207028855,0.275311628115178,0.243218882331587,-5792.49987979381
"12.5%",0.0304517149786467,0.00185470659483786,0.99982010181625,0.275477529577503,0.243666142679424,-5792.18475250673
"15%",0.0304860460457253,0.00192151847476007,0.999832277681021,0.275619560013866,0.244128847012173,-5791.90082561037
"17.5%",0.0305133437573108,0.0019870049877442,0.999846269434141,0.275747055393659,0.244477703476218,-5791.66787031583
"20%",0.030542761239674,0.00203835751882442,0.999856770347861,0.275862692014941,0.244861195265092,-5791.48006832101
"22.5%",0.0305653621635116,0.00208850970172427,0.99986778036828,0.275972300659156,0.245168390567616,-5791.28557353101
"25%",0.0305950319424093,0.00213925716682438,0.999876860627473,0.276079694704151,0.245407889809156,-5791.12153143336
"27.5%",0.0306148096773204,0.00218244138057078,0.999884823762938,0.276184760760179,0.245678839499957,-5790.95986408943
"30%",0.0306318809908268,0.00222219967670287,0.999893122419759,0.276269486108015,0.245895150520879,-5790.82474522587
"32.5%",0.0306499553798154,0.00226232024072287,0.999899954438494,0.276369192717592,0.246147433670919,-5790.68861462275
"35%",0.0306710415655255,0.00229922152333261,0.99990604516016,0.27645375524098,0.246364407364304,-5790.55758941883
"37.5%",0.0306919833457982,0.00233634020294187,0.999911177385306,0.276533862732802,0.24657453226301,-5790.43695570098
"40%",0.0307109985988879,0.00237313500391233,0.999917003091105,0.276624867720845,0.246777537242335,-5790.3222812633
"42.5%",0.0307279687010562,0.00241248072462671,0.999923400128017,0.276711027124815,0.246995400589465,-5790.20117913581
"45%",0.0307473717383888,0.00244889651784563,0.9999284005012,0.276781127124519,0.24717906530744,-5790.09548143128
"47.5%",0.030765161469966,0.00248162713164712,0.999933287043121,0.276864088689709,0.247360608736842,-5789.98869136023
"50%",0.0307822990225853,0.00251883673811689,0.99993827937428,0.276940310941569,0.247563605717069,-5789.88582606921
"52.5%",0.0308014128018687,0.00255776905632028,0.999942877980956,0.277006888894855,0.247751095287629,-5789.78654259834
"55%",0.0308169592879356,0.00259351066484428,0.999946775315965,0.277092841242726,0.247955512634928,-5789.68588349368
"57.5%",0.0308341485184272,0.00262545822295557,0.999951685234954,0.277167749652944,0.248177664258394,-5789.59508870219
"60%",0.0308530261048212,0.0026570229425018,0.999955563926716,0.277240957678626,0.248400546201529,-5789.49879170645
"62.5%",0.0308723024583313,0.00269007838908919,0.999958965650861,0.277318653942253,0.248592639840645,-5789.39889190312
"65%",0.0308935313782207,0.00272665035386638,0.999961641047774,0.277396230464653,0.248851193817753,-5789.29724508147
"67.5%",0.0309146411542393,0.00276016907186331,0.999964696893159,0.277471848165001,0.249067499074302,-5789.19690525245
"70%",0.030936258068445,0.00279452746962517,0.999968005369731,0.277559409744164,0.24936576504184,-5789.10487071312
"72.5%",0.0309586594124644,0.00283889871802821,0.99997090765951,0.277659221310508,0.249623693260915,-5789.01678278178
"75%",0.0309791695067551,0.00287769105277415,0.99997380556507,0.277747632005638,0.249914144626061,-5788.92548031646
"77.5%",0.0310021978366675,0.00291897838916009,0.99997693563593,0.277844967084183,0.250196649610587,-5788.83096661085
"80%",0.0310240433669275,0.0029682962286207,0.999979706586141,0.277959112704232,0.250501427337272,-5788.73670401618
"82.5%",0.0310534228206328,0.00301540834182858,0.999981986426083,0.278076939654149,0.250803278616148,-5788.63753774684
"85%",0.0310862180531322,0.00307339335951705,0.999984760586254,0.278197917738605,0.251109339270161,-5788.534250534
"87.5%",0.0311194648900927,0.00313863764693105,0.999987561436621,0.278335442522053,0.251430314653078,-5788.42044476843
"90%",0.0311622913774588,0.00320813328041476,0.999990203463796,0.278488294094394,0.251925018550622,-5788.29038507686
"92.5%",0.0312077811163427,0.00330018030809986,0.999992397513278,0.278687446226792,0.252446860456743,-5788.1526685471
"95%",0.0312747750761468,0.00341491663346371,0.999994922917774,0.278952850055694,0.253153309952197,-5787.99818600394
"97.5%",0.0313606060839119,0.00358137936672142,0.99999715963422,0.279376290362775,0.254076538403671,-5787.80764502386
"100%",0.0320954918326735,0.00462581073349099,0.99999999016685,0.281502754543792,0.259964838588641,-5787.27178891452
