# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/mapDamage2_dsLibs/input/GDN001.A0101.SG1.1_5M.mapped_f_sp001717545_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/input/GCA_001717545.1_ASM171754v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	30	713
+	45	1189
+	71	737
+	33	869
+	53	1215
+	58	1207
+	57	1182
+	49	1197
+	37	957
+	34	806
+	35	917
+	75	691
+	55	1263
+	36	914
+	81	450
+	39	967
+	61	1048
+	100	128
+	56	1201
+	70	809
+	91	230
+	63	1048
+	46	1166
+	62	1018
+	41	960
+	51	1254
+	66	936
+	68	817
+	43	1126
+	54	1235
+	47	1243
+	73	692
+	60	1096
+	72	733
+	74	650
+	44	1137
+	64	968
+	52	1273
+	78	492
+	48	1249
+	40	1057
+	93	202
+	95	173
+	50	1195
+	77	565
+	76	775
+	69	818
+	31	804
+	123	25
+	42	1039
+	59	1153
+	85	325
+	83	384
+	87	319
+	65	1032
+	32	769
+	38	969
+	89	259
+	96	175
+	67	939
+	84	386
+	86	301
+	107	78
+	90	234
+	102	113
+	79	524
+	97	158
+	80	453
+	92	223
+	94	214
+	88	290
+	82	404
+	98	119
+	110	53
+	29	3
+	101	135
+	99	130
+	106	78
+	108	81
+	116	51
+	112	56
+	111	51
+	128	19
+	118	31
+	109	71
+	104	87
+	129	8
+	115	42
+	114	41
+	122	21
+	136	10
+	113	46
+	103	83
+	120	26
+	105	88
+	130	13
+	124	19
+	126	17
+	117	23
+	141	7
+	119	30
+	125	25
+	133	4
+	140	3
+	139	5
+	121	25
+	138	7
+	127	20
+	137	6
+	131	10
+	135	8
+	134	7
+	132	9
+	28	1
-	55	1247
-	61	1074
-	41	983
-	43	1084
-	54	1255
-	39	973
-	60	1102
-	64	1025
-	57	1229
-	79	526
-	45	1163
-	124	21
-	123	27
-	30	739
-	66	967
-	44	1115
-	76	760
-	92	253
-	81	406
-	38	924
-	56	1199
-	75	622
-	108	59
-	58	1174
-	89	249
-	63	994
-	78	555
-	48	1224
-	77	552
-	59	1144
-	42	1149
-	65	980
-	52	1207
-	46	1225
-	62	1000
-	74	638
-	33	839
-	32	820
-	71	678
-	40	1005
-	36	921
-	47	1231
-	73	723
-	80	451
-	68	828
-	87	327
-	93	210
-	37	925
-	96	175
-	50	1240
-	85	395
-	67	925
-	53	1215
-	49	1255
-	84	359
-	35	897
-	117	41
-	51	1258
-	82	427
-	91	254
-	69	852
-	72	689
-	125	21
-	70	836
-	97	148
-	112	52
-	83	345
-	34	827
-	31	784
-	90	263
-	106	88
-	88	295
-	118	33
-	86	297
-	100	125
-	94	214
-	102	128
-	107	78
-	114	41
-	98	154
-	101	110
-	103	107
-	99	144
-	111	60
-	110	45
-	95	163
-	104	80
-	105	91
-	109	55
-	132	9
-	122	22
-	135	6
-	115	39
-	137	9
-	119	30
-	113	50
-	133	18
-	134	11
-	116	45
-	130	19
-	129	13
-	136	8
-	120	27
-	138	5
-	131	13
-	127	14
-	141	5
-	121	19
-	139	6
-	126	17
-	128	11
-	140	9
-	29	3
-	28	1
