"","Position","C.T","G.A"
"1",1,0.976665521578645,0.458937669342886
"2",2,0.967601801512976,0.523879656782449
"3",3,0.955163473492537,0.5401549839734
"4",4,0.938267434953878,0.53271001582357
"5",5,0.915463649101185,0.516927991143858
"6",6,0.884858374071071,0.500994655771596
"7",7,0.844361389568821,0.485134770348943
"8",8,0.792726026340703,0.463431284427988
"9",9,0.730771492777051,0.431496469829993
"10",10,0.661295268286298,0.39090274098876
"11",11,0.587818643289599,0.347257266433619
"12",12,0.514358799755445,0.304976482361061
"13",-12,0.294061992089758,0.521773274424377
"14",-11,0.333746795475815,0.595326465876107
"15",-10,0.373399336740306,0.668735825740659
"16",-9,0.40820189180068,0.737814176100474
"17",-8,0.438254046001443,0.798142309464421
"18",-7,0.461064705983249,0.848043372417603
"19",-6,0.477200846595867,0.887366272555511
"20",-5,0.48743641867654,0.917337445461443
"21",-4,0.488964647389791,0.939748045199682
"22",-3,0.478765442081959,0.956268719131361
"23",-2,0.446780221405915,0.968351475698416
"24",-1,0.372471786214681,0.977133580558238
