# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/mapDamage2_ssLibs/input/GOY006.A0102.SG1.5_5M.mapped_a_dentalis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/input/GCF_000429225.1_ASM42922v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	47	757
+	43	1028
+	38	1439
+	33	2291
+	41	942
+	90	11
+	46	779
+	36	1589
+	57	198
+	39	1161
+	30	2916
+	71	67
+	52	396
+	60	151
+	32	2652
+	34	2168
+	42	1134
+	81	18
+	55	293
+	53	363
+	77	31
+	75	36
+	44	1013
+	45	843
+	37	1525
+	50	523
+	31	2853
+	110	1
+	49	535
+	48	597
+	35	1966
+	54	282
+	61	147
+	87	19
+	59	186
+	83	20
+	62	134
+	40	1074
+	70	77
+	65	136
+	51	456
+	74	44
+	56	235
+	67	101
+	64	115
+	63	116
+	78	43
+	73	60
+	58	192
+	98	8
+	94	6
+	86	11
+	79	40
+	89	10
+	80	30
+	69	63
+	85	21
+	92	12
+	66	92
+	72	65
+	101	6
+	91	14
+	76	49
+	88	11
+	82	21
+	29	12
+	96	7
+	68	83
+	118	4
+	99	2
+	102	4
+	84	11
+	105	4
+	108	1
+	128	1
+	107	2
+	103	6
+	95	7
+	28	2
+	97	4
+	112	3
+	27	1
+	137	1
+	104	6
+	139	1
+	124	3
+	115	1
+	106	2
+	123	2
+	138	1
+	100	3
+	109	1
+	121	1
+	114	2
+	116	1
+	117	2
+	122	1
+	119	1
+	136	2
+	120	1
+	93	3
+	113	1
+	111	1
-	73	37
-	44	1009
-	32	2650
-	51	384
-	36	1640
-	30	2911
-	46	763
-	34	2085
-	31	2726
-	35	1967
-	42	1090
-	37	1504
-	43	1053
-	41	1036
-	70	72
-	40	1105
-	67	111
-	45	800
-	38	1392
-	33	2261
-	64	142
-	56	249
-	60	133
-	53	349
-	52	384
-	39	1170
-	48	578
-	47	699
-	78	31
-	69	62
-	50	481
-	54	293
-	76	46
-	65	146
-	49	515
-	109	5
-	58	201
-	66	102
-	55	268
-	57	196
-	90	20
-	62	117
-	59	164
-	117	3
-	61	160
-	77	37
-	89	11
-	68	83
-	63	94
-	74	48
-	103	5
-	71	59
-	101	3
-	87	11
-	86	15
-	92	10
-	99	3
-	72	54
-	93	7
-	79	32
-	82	17
-	107	1
-	85	19
-	91	12
-	81	20
-	75	41
-	29	18
-	113	2
-	139	1
-	80	19
-	95	10
-	83	18
-	97	7
-	102	6
-	130	1
-	84	11
-	28	7
-	94	11
-	105	5
-	88	7
-	98	8
-	96	9
-	116	2
-	106	5
-	108	2
-	104	5
-	112	1
-	100	3
-	131	1
-	111	2
-	114	1
-	125	1
-	119	2
-	127	1
-	110	1
-	115	1
