"","Position","C.T","G.A"
"1",1,0.516108160942575,0
"2",2,0.227348480894659,0
"3",3,0.07565963327468,0
"4",4,0.0224821211304922,0
"5",5,0.0065720418288638,0
"6",6,0.0020341370810834,0
"7",7,0.000754125112294352,0
"8",8,0.000393139028979202,0
"9",9,0.000291034612490325,0
"10",10,0.000262044382208003,0
"11",11,0.000253780154270233,0
"12",12,0.000251414756075168,0
"13",-12,0.000251414756075168,0
"14",-11,0.000253780154270233,0
"15",-10,0.000262044382208003,0
"16",-9,0.000291034612490325,0
"17",-8,0.000393139028979202,0
"18",-7,0.000754125112294352,0
"19",-6,0.0020341370810834,0
"20",-5,0.0065720418288638,0
"21",-4,0.0224821211304922,0
"22",-3,0.07565963327468,0
"23",-2,0.227348480894659,0
"24",-1,0.516108160942575,0
