pos	3pG>A
1	0.0206262691033451
2	0.024281513800626
3	0.0216058394160584
4	0.0200460072297075
5	0.0197498354180382
6	0.0180963177562245
7	0.0161887141535615
8	0.0152806075199111
9	0.0179543659864511
10	0.015191246948187
11	0.0158978129020401
12	0.0163677592249021
13	0.0154593246012653
14	0.0150660832694303
15	0.0165229012270684
16	0.0141112978855171
17	0.0169287118098982
18	0.0168313208927918
19	0.0158611599297012
20	0.0142831557266947
21	0.0157622526886134
22	0.0143514999776456
23	0.0148710718995862
24	0.0156409107571993
25	0.0141576424640511
