pos	5pC>T
1	0.22780532759907
2	0.128905109489051
3	0.0659281142294436
4	0.0553240624529344
5	0.0496561886051081
6	0.0391891891891892
7	0.0359622396483692
8	0.0297937356760886
9	0.0275147928994083
10	0.025052807388122
11	0.0257293161166906
12	0.0245334660363274
13	0.0258058233518356
14	0.0268758591268901
15	0.0282911922716743
16	0.0249308822816123
17	0.0268285794973171
18	0.0241576919276751
19	0.0229727748179285
20	0.0234781386194292
21	0.0237616971240997
22	0.0215017394665636
23	0.0240946610048189
24	0.0202567481817738
25	0.0196902330580935
