pos	5pC>T
1	0.136986301369863
2	0.0394736842105263
3	0.0757575757575758
4	0.123076923076923
5	0.072463768115942
6	0.0447761194029851
7	0.0454545454545455
8	0.0204081632653061
9	0.072463768115942
10	0.0547945205479452
11	0.0142857142857143
12	0.0606060606060606
13	0.0441176470588235
14	0.0759493670886076
15	0.032258064516129
16	0.0344827586206897
17	0.03125
18	0.0133333333333333
19	0.028169014084507
20	0.0422535211267606
21	0.0563380281690141
22	0.0657894736842105
23	0.0273972602739726
24	0.0428571428571429
25	0.028169014084507
