# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/mapDamage2_ssLibs/input/VLD001.A0102.SG1.2_5M.mapped_a_kilianii_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/input/GCF_963519225.1_ERR9968767_bin.6_MetaWRAP_v1.3_MAG_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	34	7
+	31	28
+	43	5
+	44	2
+	46	3
+	35	8
+	45	1
+	39	4
+	32	13
+	29	1
+	37	4
+	30	23
+	33	8
+	36	6
+	42	3
+	40	2
+	50	1
+	51	2
+	79	1
+	41	2
+	38	3
-	30	25
-	32	19
-	37	10
-	33	12
-	34	12
-	42	6
-	31	25
-	38	4
-	41	4
-	36	6
-	47	2
-	45	4
-	48	2
-	35	4
-	39	4
-	46	4
-	49	1
-	29	2
-	76	1
-	43	3
-	40	2
-	50	1
-	68	1
-	84	1
-	59	1
