# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/out/BAN001.A0101.SG1.1_5M.mapped_a_kilianii_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/input/GCF_963519225.1_ERR9968767_bin.6_MetaWRAP_v1.3_MAG_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	33	1
+	31	4
+	47	1
+	39	1
+	34	2
+	30	1
+	44	1
+	53	1
+	41	1
+	45	2
+	37	1
+	32	1
+	73	1
-	43	1
-	31	5
-	68	1
-	44	1
-	35	4
-	32	1
-	36	1
-	30	2
-	40	1
-	49	1
