"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"1",0.111535758753273,0.0218998893332889,0.0978759428929923,0.772878613825025,0.405358892618365,-133.515233317221
"2",0.111535758753273,0.0218998893332889,0.0978759428929923,0.821189636769755,0.42187558934459,-133.464921386821
"3",0.111535758753273,0.0218998893332889,0.0978759428929923,0.821189636769755,0.42187558934459,-133.464921386821
"4",0.111535758753273,0.0218998893332889,0.0978759428929923,0.655097838651768,0.42187558934459,-133.554185797249
"5",0.111535758753273,0.0218998893332889,0.0978759428929923,0.655097838651768,0.42187558934459,-133.554185797249
"6",0.111535758753273,0.0218998893332889,0.0978759428929923,0.655097838651768,0.691592442456975,-136.181898745756
"7",0.111535758753273,0.0218998893332889,0.0978759428929923,0.655056309499924,0.691592442456975,-136.181922299157
"8",0.111535758753273,0.0278100035558865,0.0978759428929923,0.655056309499924,0.287794475025965,-135.257472192188
"9",0.183870045631835,0.0276098248561672,0.0978759428929923,0.655056309499924,0.287794475025965,-132.891230663121
"10",0.183870045631835,0.0276098248561672,0.0978759428929923,0.655056309499924,0.287794475025965,-132.891230663121
"11",0.183870045631835,0.0554353418756918,0.0664117211750191,0.753897431276057,0.287794475025965,-135.729335144566
"12",0.183870045631835,0.013010787239441,0.0664117211750191,0.422796102500421,0.287794475025965,-131.807873116273
"13",0.183870045631835,0.013010787239441,0.00543513598141423,0.0984986569023962,0.287794475025965,-131.455035707101
"14",0.183870045631835,0.0188332329448632,0.00543513598141423,0.0347056279437478,0.287794475025965,-131.607509299379
"15",0.183870045631835,0.0188332329448632,0.00543513598141423,0.0347056279437478,0.287794475025965,-131.607509299379
"16",0.183870045631835,0.0188332329448632,0.00543513598141423,0.0347056279437478,0.230054061779398,-131.607061801288
"17",0.183870045631835,0.0188332329448632,0.00543513598141423,0.220882074512785,0.230054061779398,-131.84125760264
"18",0.204920636714282,0.0188332329448632,0.00543513598141423,0.220882074512785,0.230054061779398,-132.375899289467
"19",0.200104402370501,0.0279559862373892,0.00543513598141423,0.220882074512785,0.230054061779398,-132.864947169143
"20",0.200104402370501,0.0279559862373892,0.00543513598141423,0.220882074512785,0.207923305201596,-133.014594809479
"21",0.200104402370501,0.0279559862373892,0.00543513598141423,0.220882074512785,0.219273950139572,-132.912789635552
"22",0.200104402370501,0.00653836999611336,0.00543513598141423,0.220882074512785,0.219273950139572,-131.549327950332
"23",0.200104402370501,0.00653836999611336,0.00543513598141423,0.220882074512785,0.219273950139572,-131.549327950332
"24",0.200104402370501,0.00653836999611336,0.00543513598141423,0.220882074512785,0.219273950139572,-131.549327950332
"25",0.164207645569276,0.00653836999611336,0.00543513598141423,0.220882074512785,0.219273950139572,-131.597841796741
"26",0.164207645569276,0.00194497998735041,0.00543513598141423,0.220882074512785,0.219273950139572,-131.494174792252
"27",0.164207645569276,0.0123463275491565,0.00543513598141423,0.220882074512785,0.219273950139572,-131.809515249472
"28",0.164207645569276,0.0123463275491565,0.00543513598141423,0.220882074512785,0.219273950139572,-131.809515249472
"29",0.164207645569276,0.0123463275491565,0.00543513598141423,0.220882074512785,0.219273950139572,-131.809515249472
