"","Position","C.T","G.A"
"1",1,0.513364322375597,0
"2",2,0.403249670408741,0
"3",3,0.351116528123892,0
"4",4,0.322867050298623,0
"5",5,0.305878236137115,0
"6",6,0.294835410624786,0
"7",7,0.287203885367952,0
"8",8,0.281671299505878,0
"9",9,0.277508150098771,0
"10",10,0.274281232616861,0
"11",11,0.271718430544703,0
"12",12,0.269641095728158,0
"13",-12,0,0.271850187154377
"14",-11,0,0.273934081624409
"15",-10,0,0.276504969854579
"16",-9,0,0.279742016562593
"17",-8,0,0.283918085535361
"18",-7,0,0.289467537281867
"19",-6,0,0.297121825057974
"20",-5,0,0.308196758896184
"21",-4,0,0.325232856564813
"22",-3,0,0.353553279180674
"23",-2,0,0.405789849166009
"24",-1,0,0.515996901028197
