pos	3pG>A
1	0.320854331653468
2	0.195686480799579
3	0.103839216696728
4	0.0760701392470346
5	0.0681762244646813
6	0.0574102175012645
7	0.0465767370832273
8	0.0424358666986334
9	0.0432911392405063
10	0.0382665990876837
11	0.0395108184383819
12	0.0456712672521957
13	0.0365944734876774
14	0.0407545412203074
15	0.0370462456489309
16	0.0420921544209215
17	0.0361247947454844
18	0.0413059609201088
19	0.0325604341391219
20	0.0360279216392704
21	0.0317227916056613
22	0.0296809300024734
23	0.0332241459990641
24	0.0321510589436081
25	0.0286525554981931
