pos	5pC>T
1	0.197802197802198
2	0.129411764705882
3	0.0824742268041237
4	0.0628571428571429
5	0.0972972972972973
6	0.0674157303370786
7	0.0748663101604278
8	0.0444444444444444
9	0.0365853658536585
10	0.0774647887323944
11	0.062111801242236
12	0.0384615384615385
13	0.038961038961039
14	0.0588235294117647
15	0.0543478260869565
16	0.08
17	0.0357142857142857
18	0.0178571428571429
19	0.0380434782608696
20	0.0342857142857143
21	0.0292397660818713
22	0.0810810810810811
23	0.0611111111111111
24	0.0224719101123595
25	0.0582010582010582
