# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/methanobrevibacter_oralis/mapDamage2_ssLibs/input/CDM020.A0102.SG1.4_5M.mapped_m_oralis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/methanobrevibacter_oralis/input/GCA_001639275.1_ASM163927v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	54	8
+	84	2
+	74	5
+	46	14
+	66	5
+	76	60
+	42	14
+	43	17
+	50	7
+	41	9
+	47	13
+	35	14
+	94	1
+	111	2
+	57	5
+	75	13
+	65	5
+	61	6
+	109	1
+	95	1
+	90	4
+	59	11
+	49	12
+	44	13
+	37	15
+	34	21
+	62	6
+	45	16
+	33	18
+	55	5
+	52	10
+	31	10
+	118	2
+	106	3
+	108	1
+	53	9
+	63	5
+	58	6
+	36	16
+	30	19
+	89	3
+	87	2
+	69	4
+	39	6
+	117	1
+	40	12
+	32	10
+	97	2
+	72	7
+	38	15
+	77	4
+	78	4
+	115	1
+	104	1
+	119	1
+	51	9
+	67	3
+	64	8
+	93	3
+	73	11
+	86	2
+	98	2
+	85	2
+	68	3
+	102	3
+	71	7
+	60	4
+	120	1
+	48	7
+	29	2
+	91	2
+	56	4
+	137	1
+	126	1
+	82	2
+	80	3
+	83	1
+	121	1
+	70	3
+	81	2
+	135	1
+	92	2
+	103	2
+	101	1
+	122	1
+	129	1
+	132	1
+	127	2
+	130	1
-	57	5
-	55	8
-	80	3
-	90	4
-	76	38
-	73	17
-	72	7
-	61	8
-	32	12
-	64	6
-	92	1
-	33	19
-	58	9
-	133	1
-	66	6
-	31	13
-	47	15
-	36	17
-	43	11
-	41	12
-	38	15
-	39	11
-	35	17
-	75	9
-	60	5
-	103	1
-	63	5
-	131	1
-	74	6
-	53	7
-	37	12
-	48	12
-	91	5
-	79	6
-	52	10
-	54	6
-	40	11
-	34	16
-	56	5
-	45	11
-	86	3
-	44	7
-	49	16
-	98	1
-	67	7
-	62	8
-	132	1
-	78	7
-	88	1
-	141	1
-	82	2
-	71	6
-	42	10
-	99	2
-	119	1
-	105	2
-	50	12
-	68	5
-	89	3
-	87	3
-	59	6
-	117	4
-	97	3
-	81	2
-	96	2
-	65	8
-	70	7
-	29	2
-	51	5
-	122	1
-	30	10
-	77	8
-	100	3
-	84	2
-	120	1
-	46	9
-	94	1
-	104	2
-	69	1
-	126	1
-	85	2
-	95	1
-	93	1
-	112	1
-	102	1
-	125	1
-	136	1
-	121	1
