pos	3pG>A
1	0.0784313725490196
2	0.0769230769230769
3	0.056782334384858
4	0.0673400673400673
5	0.0608974358974359
6	0.0583090379008746
7	0.0510948905109489
8	0.0570469798657718
9	0.0418006430868167
10	0.0689655172413793
11	0.0557275541795666
12	0.0640243902439024
13	0.0136518771331058
14	0.0598802395209581
15	0.04375
16	0.0476190476190476
17	0.0407523510971787
18	0.0532915360501567
19	0.0620915032679739
20	0.0404984423676012
21	0.0329341317365269
22	0.0252365930599369
23	0.0493827160493827
24	0.0643086816720257
25	0.0420711974110032
