# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/methanobrevibacter_oralis/mapDamage2_ssLibs/input/GOY005.A0103.SG1.4_5M.mapped_m_oralis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/methanobrevibacter_oralis/input/GCA_001639275.1_ASM163927v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	53	16
+	38	48
+	36	52
+	50	26
+	42	34
+	87	1
+	43	42
+	49	27
+	66	6
+	32	69
+	61	6
+	74	3
+	31	78
+	44	31
+	65	6
+	30	70
+	54	11
+	29	6
+	45	29
+	34	71
+	33	67
+	28	1
+	57	8
+	56	9
+	48	23
+	73	2
+	64	7
+	69	4
+	63	4
+	39	35
+	40	28
+	46	25
+	52	17
+	35	54
+	60	8
+	37	41
+	58	4
+	47	19
+	41	39
+	90	1
+	55	9
+	89	2
+	76	3
+	91	1
+	67	6
+	62	3
+	51	13
+	85	2
+	75	2
+	59	5
+	70	2
+	97	2
+	68	6
+	80	1
+	71	1
+	98	1
+	137	1
+	116	1
+	72	2
+	86	1
-	37	56
-	45	30
-	41	36
-	42	43
-	52	11
-	34	67
-	39	34
-	58	15
-	60	7
-	43	47
-	50	21
-	56	16
-	38	50
-	40	34
-	57	12
-	30	81
-	33	58
-	82	3
-	49	19
-	32	73
-	55	13
-	75	5
-	31	78
-	46	31
-	59	7
-	65	3
-	48	25
-	35	52
-	36	41
-	64	5
-	29	6
-	47	25
-	54	10
-	66	7
-	44	36
-	73	1
-	68	1
-	67	4
-	76	1
-	53	19
-	51	19
-	72	3
-	78	2
-	28	1
-	63	4
-	62	9
-	91	1
-	71	1
-	77	1
-	61	2
-	84	1
-	92	1
-	74	2
-	79	2
-	97	1
-	69	1
-	101	1
-	90	1
-	85	1
