# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/methanobrevibacter_oralis/mapDamage2_dsLibs/input/CDM019.A0101.SG1.1_5M.mapped_m_oralis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/methanobrevibacter_oralis/input/GCA_001639275.1_ASM163927v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	38	6
+	67	2
+	46	5
+	73	2
+	45	7
+	40	1
+	35	5
+	34	4
+	51	1
+	32	10
+	63	3
+	76	5
+	43	5
+	31	3
+	97	2
+	107	2
+	66	2
+	113	1
+	72	2
+	30	3
+	98	1
+	80	4
+	121	1
+	53	5
+	56	2
+	61	3
+	55	4
+	81	3
+	54	1
+	39	5
+	44	3
+	58	2
+	48	1
+	36	2
+	33	6
+	71	1
+	64	1
+	42	6
+	95	1
+	86	1
+	77	1
+	70	3
+	52	4
+	79	1
+	91	1
+	59	2
+	41	2
+	99	1
+	47	4
+	37	5
+	92	1
+	75	3
+	132	1
+	83	2
+	141	1
+	87	1
+	49	1
+	93	1
+	96	2
+	88	2
+	114	1
+	60	2
+	50	1
+	74	1
+	103	1
-	57	2
-	54	4
-	49	7
-	45	6
-	48	5
-	33	5
-	35	5
-	38	4
-	52	4
-	30	5
-	37	4
-	88	2
-	60	2
-	106	1
-	63	1
-	76	7
-	51	7
-	47	5
-	99	1
-	85	3
-	82	1
-	75	5
-	72	1
-	46	6
-	31	4
-	36	3
-	107	1
-	56	2
-	41	4
-	118	1
-	70	2
-	42	4
-	44	5
-	62	4
-	79	2
-	65	3
-	34	5
-	80	2
-	43	1
-	39	5
-	55	3
-	59	3
-	68	2
-	67	1
-	32	5
-	73	2
-	84	1
-	97	2
-	69	2
-	105	2
-	78	2
-	77	2
-	109	2
-	40	3
-	71	1
-	58	2
-	50	1
-	133	1
-	87	1
-	53	2
-	66	2
-	113	1
-	61	2
-	64	1
-	86	1
