pos	5pC>T
1	0.489568845618915
2	0.216524216524217
3	0.133437990580848
4	0.140200286123033
5	0.089041095890411
6	0.119359534206696
7	0.0961810466760962
8	0.0658263305322129
9	0.0709010339734121
10	0.0645161290322581
11	0.0683994528043776
12	0.0557823129251701
13	0.0604719764011799
14	0.056786703601108
15	0.0615595075239398
16	0.0529986052998605
17	0.0576652601969058
18	0.0546218487394958
19	0.0582010582010582
20	0.0533515731874145
21	0.0352112676056338
22	0.0407303370786517
23	0.0608695652173913
24	0.0487804878048781
25	0.0516759776536313
