"","Position","C.T","G.A"
"1",1,0.945449770491556,0
"2",2,0.924044947339619,0
"3",3,0.897208650506176,0
"4",4,0.865630583972277,0
"5",5,0.831126400024259,0
"6",6,0.796335220762803,0
"7",7,0.763968007258561,0
"8",8,0.736021536023495,0
"9",9,0.71339756427861,0
"10",10,0.696015254675052,0
"11",11,0.683187905783271,0
"12",12,0.674000492271045,0
"13",-12,0.674000492271045,0
"14",-11,0.683187905783271,0
"15",-10,0.696015254675052,0
"16",-9,0.71339756427861,0
"17",-8,0.736021536023495,0
"18",-7,0.763968007258561,0
"19",-6,0.796335220762803,0
"20",-5,0.831126400024259,0
"21",-4,0.865630583972277,0
"22",-3,0.897208650506176,0
"23",-2,0.924044947339619,0
"24",-1,0.945449770491556,0
