pos	3pG>A
1	0.0355239786856128
2	0.0328571428571429
3	0.033288948069241
4	0.0254491017964072
5	0.0337078651685393
6	0.0400552486187845
7	0.0329835082458771
8	0.0317460317460317
9	0.027972027972028
10	0.0273141122913505
11	0.0165165165165165
12	0.0337552742616034
13	0.0300751879699248
14	0.0292825768667643
15	0.0243243243243243
16	0.0249632892804699
17	0.0315934065934066
18	0.031331592689295
19	0.0261538461538462
20	0.016597510373444
21	0.0177111716621253
22	0.0231839258114374
23	0.0285306704707561
24	0.0268096514745308
25	0.0213089802130898
