"","Position","C.T","G.A"
"1",1,0.68532514344084,0.383576695957478
"2",2,0.430115254379593,0.168515353240241
"3",3,0.228184075088826,0.0533176219796402
"4",4,0.112933517383015,0.0159809527632392
"5",5,0.0547687582569304,0.010684296066525
"6",6,0.0279144412259729,0.011953716724279
"7",7,0.0169784991077387,0.0126638004069878
"8",8,0.0142663454318244,0.0113034558588397
"9",9,0.0137909798459047,0.0101470255736158
"10",10,0.0121890201375655,0.0111001101198547
"11",11,0.0103656369607082,0.0126461625383359
"12",12,0.00564214578566453,0.0171300959631977
"13",-12,0.0115861379844113,0.0113129382166522
"14",-11,0.0142448011254007,0.00873819323007619
"15",-10,0.0149768054046386,0.00826632891998645
"16",-9,0.0137898002347253,0.0101482230288698
"17",-8,0.0137771927328474,0.0117975577436146
"18",-7,0.013164160602426,0.0164882809243735
"19",-6,0.014544868690967,0.0254450915810852
"20",-5,0.0223086962964781,0.0442912031180149
"21",-4,0.0411170861714365,0.0927253746051984
"22",-3,0.0930707333149201,0.201553069631838
"23",-2,0.192262018663308,0.419162711142499
"24",-1,0.355139452203641,0.692246158232861
