"","Position","C.T","G.A"
"1",1,0.963541237386304,0.422299641345064
"2",2,0.936238277476547,0.482538306971773
"3",3,0.894999343012077,0.463638901825123
"4",4,0.840983263579037,0.425201957171587
"5",5,0.781522208127253,0.389825954500053
"6",6,0.727001340934953,0.365238904561658
"7",7,0.683706659349717,0.354699509767406
"8",8,0.654170653857535,0.348688112092765
"9",9,0.63625333604299,0.343998300498203
"10",10,0.625323541411597,0.342920612320302
"11",11,0.619506630670368,0.341257941596857
"12",12,0.616835083154506,0.338725802119744
"13",-12,0.383421165890733,0.602405350460208
"14",-11,0.385822551010854,0.605226898502244
"15",-10,0.389884338330492,0.610494392681648
"16",-9,0.39570375203261,0.620528193548272
"17",-8,0.398390294107394,0.640713694268735
"18",-7,0.398387820091891,0.67444672017713
"19",-6,0.406179498639366,0.721000677768568
"20",-5,0.434938480155121,0.777213165966401
"21",-4,0.479827642742175,0.837971404681656
"22",-3,0.52450504459686,0.893582128706242
"23",-2,0.54906770449749,0.935902277316301
"24",-1,0.51099190948055,0.963632085127855
