# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/mapDamage2_dsLibs/input/PES001.B0101.SG1.3_5M.mapped_f_sp001717545_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/input/GCA_001717545.1_ASM171754v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	95	211
+	120	126
+	34	260
+	51	411
+	63	370
+	76	3960
+	78	318
+	65	400
+	48	406
+	58	398
+	138	68
+	81	304
+	94	211
+	88	230
+	60	378
+	85	248
+	74	411
+	39	333
+	41	343
+	67	385
+	96	208
+	56	399
+	55	444
+	35	268
+	75	1033
+	46	384
+	103	183
+	84	255
+	64	388
+	32	198
+	99	220
+	45	423
+	123	106
+	61	389
+	90	232
+	42	391
+	31	161
+	40	317
+	69	361
+	130	89
+	62	368
+	71	375
+	49	420
+	37	274
+	57	363
+	44	427
+	131	102
+	50	410
+	77	349
+	68	357
+	70	336
+	80	307
+	102	168
+	91	243
+	119	126
+	43	407
+	122	105
+	73	543
+	108	144
+	98	197
+	47	405
+	112	155
+	83	278
+	36	288
+	59	390
+	100	193
+	79	304
+	92	237
+	52	414
+	82	290
+	140	58
+	104	166
+	54	431
+	124	111
+	86	268
+	132	100
+	30	152
+	135	57
+	116	128
+	66	383
+	87	285
+	101	181
+	89	226
+	133	83
+	111	141
+	128	89
+	38	299
+	106	158
+	53	421
+	117	148
+	33	189
+	97	214
+	141	62
+	134	65
+	137	74
+	93	236
+	110	135
+	125	91
+	107	157
+	109	161
+	136	80
+	72	425
+	115	124
+	105	165
+	113	157
+	118	134
+	114	129
+	139	56
+	121	120
+	129	83
+	126	105
+	127	96
-	56	412
-	74	424
-	55	443
-	76	3933
-	130	91
-	42	388
-	78	314
-	57	436
-	120	127
-	72	444
-	61	385
-	60	395
-	35	245
-	45	384
-	99	214
-	102	157
-	48	424
-	39	315
-	38	275
-	43	417
-	36	285
-	141	73
-	108	133
-	93	262
-	79	306
-	88	247
-	65	334
-	49	436
-	82	331
-	107	138
-	98	191
-	64	433
-	114	153
-	71	384
-	66	383
-	40	354
-	126	87
-	37	295
-	33	238
-	110	148
-	68	339
-	109	172
-	58	397
-	106	187
-	77	322
-	95	228
-	111	152
-	89	229
-	69	405
-	75	1053
-	100	182
-	46	407
-	80	297
-	52	409
-	53	412
-	138	64
-	41	354
-	70	363
-	123	94
-	90	263
-	119	132
-	59	415
-	62	406
-	97	217
-	83	276
-	115	123
-	91	261
-	54	425
-	113	132
-	34	229
-	86	248
-	31	178
-	73	549
-	124	115
-	131	85
-	47	374
-	67	425
-	92	222
-	87	274
-	50	420
-	84	289
-	44	363
-	63	380
-	51	420
-	96	198
-	85	290
-	128	96
-	101	183
-	81	324
-	30	143
-	32	174
-	118	125
-	94	199
-	132	85
-	137	86
-	104	180
-	140	51
-	133	86
-	129	95
-	105	162
-	122	112
-	103	170
-	139	51
-	112	133
-	135	73
-	117	124
-	134	84
-	127	106
-	136	65
-	116	128
-	121	127
-	125	88
-	142	1
-	29	1
