pos	5pC>T
1	0.319835406340597
2	0.170328780435135
3	0.0805712458701908
4	0.0658362989323843
5	0.0529711559314682
6	0.0439850450846712
7	0.0356509114373286
8	0.0327300930713547
9	0.0330065902420114
10	0.0274463007159905
11	0.0317908496732026
12	0.0298127008755403
13	0.0298686433749387
14	0.0306475272422464
15	0.0341996520226185
16	0.034058048623755
17	0.0358290988281655
18	0.0351220573044093
19	0.0305174462568867
20	0.032201646090535
21	0.0307382623361079
22	0.0312801285484735
23	0.0306191643628397
24	0.0285204026409785
25	0.0302832953435363
