pos	3pG>A
1	0.301432355538114
2	0.169812399908488
3	0.0843458070090178
4	0.0637287024901704
5	0.0495774949192427
6	0.0435163871533487
7	0.0353862042724357
8	0.0325130890052356
9	0.0303858345174336
10	0.0279550124364659
11	0.0300020798668885
12	0.0294697633654689
13	0.0280783380220731
14	0.0326369400270242
15	0.0325069775077984
16	0.0308967596081387
17	0.0330531340805313
18	0.0308317529124898
19	0.0290136439626813
20	0.0301189177961261
21	0.0302151185067601
22	0.0292018170019468
23	0.0281043729372937
24	0.0272883541039966
25	0.027367388104454
