pos	5pC>T
1	0.346350665531052
2	0.197041490212337
3	0.130364511179634
4	0.11490938440091
5	0.0982759223640497
6	0.0842909256725946
7	0.0692547649964925
8	0.0586805234686551
9	0.0519861469793548
10	0.0463061047609876
11	0.0420156189264638
12	0.0400491069423443
13	0.0374335515536147
14	0.0357625876982897
15	0.0340427414063825
16	0.0326847277985335
17	0.0310689501496148
18	0.0304057805779097
19	0.0286699941280094
20	0.0282350131023387
21	0.025899101265266
22	0.0249252390141862
23	0.0247938563895672
24	0.0251431972030053
25	0.0227800476176479
