# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/neisseria_elongata/mapDamage2_ssLibs/input/GOY005.A0103.SG1.4_5M.mapped_n_elongata_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/neisseria_elongata/input/GCF_900453895.1_42925_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	38	631
+	32	1209
+	45	323
+	30	1430
+	36	773
+	31	1309
+	48	229
+	43	442
+	39	499
+	57	71
+	35	897
+	69	22
+	49	207
+	37	702
+	40	483
+	41	436
+	33	1023
+	44	384
+	47	279
+	81	6
+	42	428
+	78	11
+	86	9
+	46	319
+	53	125
+	51	164
+	34	974
+	67	34
+	58	76
+	55	101
+	63	36
+	54	120
+	70	17
+	64	39
+	56	103
+	80	8
+	65	36
+	61	49
+	60	54
+	52	171
+	50	177
+	79	6
+	66	48
+	74	17
+	59	70
+	76	12
+	71	17
+	75	19
+	92	6
+	82	4
+	73	19
+	29	7
+	105	1
+	68	22
+	62	39
+	83	9
+	72	21
+	99	6
+	94	5
+	77	16
+	91	5
+	89	5
+	93	1
+	107	4
+	98	3
+	117	1
+	126	1
+	87	5
+	109	1
+	97	2
+	85	3
+	122	2
+	100	1
+	84	2
+	88	4
+	96	2
+	101	1
+	90	2
+	95	2
+	130	1
+	114	1
+	104	1
-	39	520
-	35	887
-	55	107
-	31	1367
-	66	22
-	38	614
-	30	1380
-	51	158
-	32	1274
-	40	444
-	37	685
-	33	1070
-	44	418
-	34	954
-	41	405
-	43	446
-	36	773
-	45	316
-	52	148
-	64	46
-	54	95
-	59	58
-	42	500
-	48	237
-	46	283
-	70	19
-	60	52
-	58	80
-	53	113
-	47	266
-	56	91
-	62	42
-	49	219
-	29	6
-	79	9
-	50	203
-	63	40
-	67	43
-	68	26
-	122	1
-	73	14
-	61	48
-	90	6
-	76	18
-	57	79
-	115	2
-	83	5
-	65	45
-	107	1
-	108	2
-	71	19
-	82	6
-	74	19
-	80	9
-	94	3
-	101	1
-	72	17
-	81	7
-	114	2
-	77	9
-	75	14
-	69	18
-	86	5
-	111	2
-	84	8
-	104	3
-	120	1
-	139	1
-	110	1
-	88	2
-	98	1
-	89	3
-	91	6
-	78	7
-	99	2
-	103	1
-	85	2
-	87	6
-	92	2
-	102	2
-	97	1
-	123	1
-	106	1
-	96	1
