pos	5pC>T
1	0.250253864380007
2	0.148442058583265
3	0.103121909874276
4	0.111781361565924
5	0.0972299477138725
6	0.0944862764148652
7	0.073541842772612
8	0.0710156895127993
9	0.0667568232112122
10	0.0575269468329902
11	0.0596814000448732
12	0.0563380281690141
13	0.0503028055864541
14	0.0526616403929632
15	0.0472596808115799
16	0.0483592400690846
17	0.0489048557190868
18	0.0547490157480315
19	0.0480910425844347
20	0.05031374786081
21	0.048457057875821
22	0.0513359722909451
23	0.0607465801066543
24	0.0563433304053206
25	0.0620406129313567
