"","Position","C.T","G.A"
"1",1,0.865019219048494,0
"2",2,0.834853597734467,0
"3",3,0.801729303446674,0
"4",4,0.766764473544532,0
"5",5,0.731359741888514,0
"6",6,0.696982731711488,0
"7",7,0.664931731572509,0
"8",8,0.636155836052731,0
"9",9,0.611178479072715,0
"10",10,0.59012322022912,0
"11",11,0.572805713017399,0
"12",12,0.558847456365669,0
"13",-12,0.558847456365669,0
"14",-11,0.572805713017399,0
"15",-10,0.59012322022912,0
"16",-9,0.611178479072715,0
"17",-8,0.636155836052731,0
"18",-7,0.664931731572509,0
"19",-6,0.696982731711488,0
"20",-5,0.731359741888514,0
"21",-4,0.766764473544532,0
"22",-3,0.801729303446674,0
"23",-2,0.834853597734467,0
"24",-1,0.865019219048494,0
