pos	3pG>A
1	0.0359229975936748
2	0.0320366132723112
3	0.027390438247012
4	0.0260144210377492
5	0.0244102004636574
6	0.0273884531310274
7	0.0228215767634855
8	0.0228851655087863
9	0.0234652460679858
10	0.0209694989106754
11	0.0207246958149485
12	0.022140221402214
13	0.0186327077747989
14	0.0222340567168153
15	0.0215264187866928
16	0.019027200857564
17	0.0217819183834142
18	0.0223525100769513
19	0.0210690596956691
20	0.0199475065616798
21	0.0214960238568588
22	0.0167197452229299
23	0.0214711729622266
24	0.021975277812461
25	0.0183401504156221
