pos	3pG>A
1	0.1157759451644
2	0.0827490231761494
3	0.0537605064949241
4	0.0495294838242664
5	0.0452851820005732
6	0.0403799801502907
7	0.0361115002101135
8	0.0327249683143219
9	0.0296302502234138
10	0.0282731013632674
11	0.027571879247993
12	0.0270142575248048
13	0.0249311333092184
14	0.0238783623315607
15	0.0231110614899378
16	0.0227775754349592
17	0.0235877208916107
18	0.0215654505838315
19	0.0202850569552775
20	0.0209504476368936
21	0.0192985400234939
22	0.0195967054813973
23	0.0207869144669585
24	0.0197855393881399
25	0.0197682344921609
