"","Position","C.T","G.A"
"1",1,0.588984618829389,0.201859897181236
"2",2,0.268357209931227,0.083971858599731
"3",3,0.0861982720631746,0.0296733967771461
"4",4,0.0242041047001369,0.00921666542334226
"5",5,0.00660862598088284,0.00270375534502742
"6",6,0.00181530079920148,0.000796822382923093
"7",7,0.000523090430908503,0.000250825835784189
"8",8,0.000176807176878056,9.41589030022609e-05
"9",9,8.41263356180926e-05,4.92202497098274e-05
"10",10,5.89033521272861e-05,3.67584533802147e-05
"11",11,5.11268053586788e-05,3.4208654878233e-05
"12",12,4.77701862168264e-05,3.47363171519728e-05
"13",-12,2.99643370643116e-05,5.2606795160607e-05
"14",-11,3.04690392236641e-05,5.49414961528321e-05
"15",-10,3.36393313299694e-05,6.21143792019404e-05
"16",-9,4.62302023430654e-05,8.72543352396571e-05
"17",-8,9.04010489359283e-05,0.000180879546171634
"18",-7,0.000241130997585257,0.000533807986663428
"19",-6,0.000743152223345839,0.00187275852408952
"20",-5,0.00240841690300595,0.00691666236156052
"21",-4,0.0079932368656925,0.0254451941970404
"22",-3,0.0258674849754441,0.0897486021268107
"23",-2,0.0754278848923163,0.274255652581896
"24",-1,0.19106357540411,0.592512560487528
