pos	5pC>T
1	0.120706106870229
2	0.0768911594616322
3	0.0480530466341037
4	0.0470073562193491
5	0.042979721198691
6	0.0386332862781251
7	0.033968307484828
8	0.0321990675150048
9	0.028847229994404
10	0.0276499013524719
11	0.0261570462818513
12	0.0244299217457156
13	0.0235857022234731
14	0.0244963906913715
15	0.0229531140657803
16	0.0220083705833784
17	0.0206475709513664
18	0.0209654785293292
19	0.0207777462390009
20	0.0213762428048142
21	0.0193175048932006
22	0.0205338809034908
23	0.0210026385224274
24	0.017844847372045
25	0.01862455896813
