# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/mapDamage2_dsLibs/input/GOY006.A0101.SG1.2_5M.mapped_a_dentalis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/input/GCF_000429225.1_ASM42922v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	55	648
+	51	941
+	63	336
+	40	1567
+	36	1944
+	44	1475
+	62	375
+	37	1940
+	34	2265
+	58	529
+	91	68
+	49	1074
+	54	699
+	31	2435
+	39	1576
+	71	251
+	53	757
+	47	1202
+	97	60
+	56	604
+	64	427
+	46	1299
+	32	2304
+	30	2443
+	57	532
+	43	1671
+	48	1142
+	52	820
+	82	107
+	67	362
+	50	961
+	41	1361
+	84	100
+	42	1789
+	66	337
+	90	65
+	35	2123
+	81	123
+	33	2416
+	38	1739
+	83	98
+	61	418
+	74	192
+	45	1399
+	69	303
+	93	67
+	59	467
+	72	232
+	116	19
+	73	206
+	107	25
+	76	393
+	88	68
+	68	312
+	96	61
+	87	83
+	99	42
+	94	73
+	85	80
+	60	419
+	89	60
+	128	11
+	79	134
+	75	216
+	70	241
+	108	35
+	95	51
+	78	156
+	101	47
+	29	25
+	28	4
+	65	371
+	102	37
+	103	27
+	77	148
+	86	84
+	130	9
+	139	3
+	80	116
+	98	44
+	92	55
+	118	16
+	125	8
+	111	22
+	114	20
+	104	36
+	109	32
+	119	16
+	110	23
+	105	31
+	124	14
+	138	4
+	123	13
+	132	9
+	106	24
+	112	17
+	113	15
+	140	2
+	100	46
+	127	7
+	117	13
+	115	13
+	120	18
+	134	3
+	27	1
+	131	7
+	122	5
+	126	10
+	136	8
+	135	7
+	137	5
+	129	5
+	121	11
+	141	4
+	133	3
-	32	2392
-	30	2426
-	31	2526
-	33	2351
-	64	394
-	50	919
-	70	268
-	52	783
-	35	2123
-	43	1666
-	69	291
-	57	561
-	36	1925
-	48	1122
-	49	1015
-	65	398
-	74	178
-	45	1407
-	51	847
-	34	2310
-	58	520
-	44	1573
-	78	137
-	53	733
-	76	412
-	42	1769
-	40	1523
-	38	1678
-	67	339
-	55	682
-	80	131
-	66	337
-	47	1207
-	37	1934
-	56	606
-	46	1335
-	61	359
-	85	91
-	39	1666
-	135	9
-	59	430
-	60	448
-	93	48
-	41	1371
-	95	46
-	103	39
-	90	84
-	81	129
-	75	239
-	87	64
-	71	234
-	114	18
-	63	357
-	62	353
-	125	5
-	77	174
-	79	139
-	54	715
-	98	47
-	72	267
-	92	64
-	101	39
-	84	111
-	73	224
-	115	15
-	102	24
-	96	44
-	83	107
-	112	13
-	100	23
-	68	305
-	106	26
-	89	53
-	139	5
-	104	34
-	126	6
-	97	51
-	94	62
-	123	13
-	86	71
-	91	73
-	82	93
-	107	23
-	129	5
-	108	21
-	111	30
-	117	15
-	109	28
-	131	7
-	110	18
-	88	68
-	116	9
-	134	5
-	124	13
-	141	5
-	29	23
-	137	12
-	128	3
-	99	46
-	121	11
-	122	11
-	105	29
-	119	13
-	132	4
-	127	8
-	118	14
-	120	14
-	138	3
-	130	4
-	144	1
-	28	3
-	113	15
-	140	11
-	133	3
-	136	4
