# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/mapDamage2_ssLibs/input/CDM019.A0102.SG1.4_5M.mapped_l_mirabilis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/input/GCF_900637555.1_51726_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	59	6
+	33	48
+	92	1
+	31	82
+	48	25
+	30	81
+	32	60
+	58	10
+	41	34
+	107	2
+	47	22
+	39	40
+	43	48
+	72	14
+	37	35
+	44	31
+	46	22
+	49	21
+	52	14
+	40	33
+	38	41
+	76	8
+	34	59
+	56	14
+	36	43
+	64	15
+	61	5
+	45	29
+	42	38
+	50	22
+	35	56
+	77	4
+	73	6
+	55	15
+	90	1
+	53	10
+	62	6
+	57	11
+	51	14
+	127	1
+	120	1
+	54	14
+	66	4
+	74	5
+	60	6
+	84	2
+	75	3
+	85	2
+	65	3
+	89	1
+	63	3
+	80	5
+	99	2
+	71	3
+	70	6
+	68	2
+	114	2
+	96	1
+	121	1
+	81	1
+	69	4
+	29	1
+	79	1
+	67	2
+	87	2
+	101	1
+	88	1
+	97	1
+	78	2
+	108	1
+	106	1
+	91	1
+	102	1
-	61	4
-	43	42
-	51	14
-	38	37
-	44	35
-	41	22
-	53	19
-	39	30
-	45	26
-	37	54
-	42	34
-	60	11
-	35	61
-	34	62
-	30	84
-	31	75
-	71	7
-	52	20
-	32	75
-	72	5
-	65	6
-	46	24
-	33	55
-	36	48
-	47	22
-	49	17
-	58	6
-	64	5
-	40	30
-	86	3
-	59	13
-	50	26
-	66	6
-	78	2
-	62	6
-	123	1
-	55	7
-	89	3
-	56	11
-	63	7
-	98	2
-	69	5
-	57	10
-	81	1
-	73	3
-	92	1
-	76	6
-	54	10
-	107	2
-	74	3
-	48	19
-	75	4
-	67	7
-	85	1
-	70	2
-	68	7
-	91	2
-	29	2
-	95	1
-	102	2
-	77	2
-	90	1
-	79	1
-	80	3
-	100	1
