pos	5pC>T
1	0.276190476190476
2	0.153246753246753
3	0.0950226244343891
4	0.135908440629471
5	0.0833333333333333
6	0.0818965517241379
7	0.0598159509202454
8	0.0692090395480226
9	0.0561959654178674
10	0.0488505747126437
11	0.0464807436918991
12	0.0419790104947526
13	0.0351906158357771
14	0.0447368421052632
15	0.0303907380607815
16	0.0396174863387978
17	0.0426356589147287
18	0.037956204379562
19	0.0432900432900433
20	0.0370860927152318
21	0.0375335120643432
22	0.0237099023709902
23	0.041871921182266
24	0.0423357664233577
25	0.0395095367847411
