"","Position","C.T","G.A"
"1",1,0.83678175519496,0
"2",2,0.79483486122749,0
"3",3,0.745904702712669,0
"4",4,0.690675626346408,0
"5",5,0.630601068132503,0
"6",6,0.567810138344727,0
"7",7,0.504823000571148,0
"8",8,0.444150791183187,0
"9",9,0.38791156665868,0
"10",10,0.337578422806814,0
"11",11,0.293906173676519,0
"12",12,0.257009467542181,0
"13",-12,0.257009467542181,0
"14",-11,0.293906173676519,0
"15",-10,0.337578422806814,0
"16",-9,0.38791156665868,0
"17",-8,0.444150791183187,0
"18",-7,0.504823000571148,0
"19",-6,0.567810138344727,0
"20",-5,0.630601068132503,0
"21",-4,0.690675626346408,0
"22",-3,0.745904702712669,0
"23",-2,0.79483486122749,0
"24",-1,0.83678175519496,0
