pos	3pG>A
1	0.0223738062755798
2	0.0230957657762744
3	0.0210039907582441
4	0.0207391959216777
5	0.0220497243784453
6	0.0199246095853527
7	0.0180077501709597
8	0.0190270023926171
9	0.0199609459752658
10	0.0171620863712844
11	0.0171202809482002
12	0.0189913483857354
13	0.0163789287295263
14	0.0163738885274344
15	0.0183316168898043
16	0.017845554834523
17	0.0172432609407399
18	0.0184748024222519
19	0.0179589203140123
20	0.0181659958664201
21	0.0186808599457316
22	0.0173672566371681
23	0.0193463766531861
24	0.018871925360475
25	0.0187139593080187
