# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/mapDamage2_dsLibs/input/VLD001.A0101.SG1.1_5M.mapped_f_sp001717545_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/input/GCA_001717545.1_ASM171754v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	38	895
+	31	1047
+	72	144
+	101	27
+	33	1030
+	40	762
+	32	1063
+	61	279
+	60	297
+	35	1041
+	36	1002
+	69	176
+	78	96
+	37	934
+	30	1076
+	70	171
+	74	150
+	45	700
+	41	784
+	46	694
+	50	520
+	63	228
+	56	345
+	54	408
+	53	449
+	88	45
+	42	875
+	62	236
+	44	757
+	39	826
+	49	583
+	34	1049
+	48	565
+	43	760
+	84	62
+	90	49
+	71	172
+	65	234
+	67	189
+	66	244
+	47	662
+	52	475
+	59	314
+	83	59
+	127	10
+	119	3
+	55	436
+	137	3
+	76	186
+	73	130
+	87	51
+	106	16
+	57	363
+	64	256
+	133	11
+	86	66
+	89	54
+	79	102
+	51	562
+	82	63
+	91	41
+	85	63
+	58	319
+	113	11
+	93	43
+	105	19
+	81	85
+	136	3
+	124	6
+	92	49
+	75	130
+	80	90
+	112	8
+	120	10
+	68	164
+	77	106
+	114	9
+	100	21
+	103	21
+	99	28
+	123	3
+	128	8
+	107	18
+	131	4
+	121	4
+	98	37
+	94	33
+	132	3
+	95	39
+	115	6
+	108	13
+	109	10
+	96	26
+	104	15
+	111	14
+	134	2
+	141	1
+	97	16
+	125	8
+	126	3
+	102	22
+	139	3
+	116	7
+	118	8
+	110	8
+	135	5
+	129	5
+	117	5
+	140	2
+	130	2
+	122	3
+	143	1
+	29	1
-	37	928
-	55	394
-	34	1062
-	36	979
-	31	1089
-	41	773
-	50	575
-	35	988
-	66	231
-	30	1089
-	33	1016
-	100	24
-	74	137
-	106	18
-	38	884
-	40	821
-	39	844
-	83	82
-	32	1078
-	54	432
-	44	779
-	49	529
-	48	581
-	51	534
-	61	288
-	47	638
-	42	873
-	101	18
-	45	712
-	79	80
-	53	476
-	56	351
-	57	377
-	46	680
-	58	347
-	68	178
-	60	304
-	63	234
-	43	747
-	69	176
-	70	163
-	81	71
-	76	180
-	85	68
-	64	249
-	89	52
-	62	233
-	59	305
-	80	91
-	65	221
-	93	34
-	111	14
-	52	522
-	73	129
-	75	147
-	82	76
-	98	42
-	125	2
-	77	104
-	92	45
-	71	147
-	84	66
-	87	58
-	67	191
-	86	56
-	72	142
-	91	45
-	113	16
-	88	50
-	112	11
-	122	7
-	97	26
-	102	15
-	95	37
-	78	88
-	96	29
-	107	10
-	123	5
-	117	10
-	104	22
-	94	21
-	105	19
-	124	8
-	90	43
-	133	3
-	120	9
-	99	17
-	114	14
-	115	11
-	132	6
-	108	15
-	119	9
-	116	6
-	110	4
-	129	4
-	140	2
-	118	6
-	121	4
-	130	4
-	103	22
-	126	4
-	135	6
-	137	3
-	109	9
-	29	1
-	128	5
-	138	2
-	127	2
-	134	2
-	131	4
