pos	3pG>A
1	0.252832475007573
2	0.1376058220704
3	0.0757088978907669
4	0.0580302411115652
5	0.0470486457709456
6	0.0426981450252951
7	0.0354492992580379
8	0.0335405335405335
9	0.027987442388618
10	0.0265740802563931
11	0.0261294889947226
12	0.0275752353175129
13	0.023291510945008
14	0.0236842105263158
15	0.0236344537815126
16	0.02263701350278
17	0.0217987207936301
18	0.0226530748217736
19	0.0209243808767051
20	0.0179021521359788
21	0.0209771640998407
22	0.0180402076953801
23	0.0203640649554741
24	0.0196249162759545
25	0.0174453986070728
