pos	5pC>T
1	0.238051044083527
2	0.112676056338028
3	0.0861826697892272
4	0.0796296296296296
5	0.0713936430317848
6	0.0756218905472637
7	0.0598639455782313
8	0.0734840698869476
9	0.0607545320921117
10	0.0662759242560866
11	0.0629338269319759
12	0.052263182454503
13	0.0622387366465397
14	0.0566984445559458
15	0.0471230158730159
16	0.0710332103321033
17	0.0784123910939013
18	0.0586854460093897
19	0.0666979802724284
20	0.0709861838970939
21	0.0622693726937269
22	0.0568499534016775
23	0.0679900744416874
24	0.0596524189760451
25	0.0659494855004677
