"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.114214298252782,0.0587115584672532,0.843142844141238,0.609515774982331,0.33094040241379,-1001.16561709774
"Std.",0.00141086685429244,0.00166024881046763,0.0779748328990925,0.0324415812036598,0.005869249114702,1.48996702953228
"Acceptance ratio",0.25288,0.20804,0.24532,0.21092,0.16144,0.70426
"0%",0.108737100386605,0.052667608400632,0.582439680127681,0.482334241489645,0.310559891186884,-1012.60710310208
"2.5%",0.111479158711372,0.0554460211880202,0.696362820568324,0.542488538036681,0.319503491005325,-1004.85814482334
"5%",0.111943425936154,0.0559783759700194,0.714137641555104,0.553287339833428,0.321313306947946,-1004.02682366971
"7.5%",0.11220835315788,0.0563624790549861,0.729071822055857,0.560159997921314,0.322497027174557,-1003.51656518362
"10%",0.112420229659065,0.0566062540822464,0.738953149322213,0.565928328192433,0.323342576500899,-1003.15678173706
"12.5%",0.112617594301643,0.0568297732450626,0.748333597193842,0.56998255843521,0.324086858249311,-1002.86492213761
"15%",0.112773236726562,0.0570087023043958,0.75713456208858,0.573596947493271,0.32478179432156,-1002.62419175628
"17.5%",0.112902844336392,0.057162114937066,0.764106473103062,0.577462752810773,0.32534953504126,-1002.4123426942
"20%",0.113028459904642,0.0573043130201224,0.771760994528324,0.580771163721628,0.325953363521659,-1002.21853130631
"22.5%",0.113137803470331,0.0574629974278757,0.779400749395234,0.583838034207518,0.326439913152724,-1002.06950531726
"25%",0.113233176052569,0.0575784778342873,0.786435536475039,0.58727722880288,0.326909084991357,-1001.9181340069
"27.5%",0.113331496178806,0.0577171172533101,0.793063862145152,0.590329375510203,0.327359600797564,-1001.78414316259
"30%",0.113439157410436,0.0578422010518063,0.79879214164664,0.592842057267194,0.32775223036904,-1001.65799747191
"32.5%",0.113550255667897,0.0579468495108773,0.804552032913485,0.595268526940356,0.328245709948168,-1001.54105274778
"35%",0.113642680509825,0.0580621003994466,0.80956135656973,0.598194653391454,0.328631441831003,-1001.43727331599
"37.5%",0.113735230171814,0.0581763483708431,0.815758891043614,0.60054231627888,0.32906410418649,-1001.33075434811
"40%",0.113843703779431,0.0582816706410729,0.821532123641538,0.602729217642856,0.329421617788158,-1001.23111238218
"42.5%",0.113951582414224,0.0583732671813351,0.82719606076546,0.605059203324282,0.329831918340009,-1001.1328859157
"45%",0.114043791834478,0.0584932182669275,0.83270074974154,0.607474961678571,0.330180100634485,-1001.03560699419
"47.5%",0.114132055131172,0.0585821979649332,0.838793839903874,0.609689051015233,0.3305677470341,-1000.94517027877
"50%",0.114219151151991,0.0586878579498455,0.843994343527743,0.611910387531471,0.330941185895957,-1000.85905878365
"52.5%",0.114305396337371,0.0587870134324647,0.849317598433356,0.614084736859642,0.331292170651754,-1000.77497378621
"55%",0.11438953045777,0.0588875951207356,0.853918903939949,0.61648589357313,0.331733032796954,-1000.69246045592
"57.5%",0.114487345463688,0.0589957984094947,0.86009560317237,0.618760277877952,0.332118906819039,-1000.61401913938
"60%",0.114575454457473,0.0591048433490907,0.865718174541364,0.620884020673833,0.332473847803723,-1000.53440944818
"62.5%",0.114657039300455,0.0592149648412966,0.871794378428593,0.622680573133457,0.332817592787995,-1000.45939300703
"65%",0.114738826780735,0.0593337637201003,0.877880251940813,0.624639167387184,0.333206706069468,-1000.37908469803
"67.5%",0.114834043245801,0.0594544468130886,0.883659916351176,0.626865306549521,0.333699142170946,-1000.30456494433
"70%",0.114921315067105,0.0595883734870364,0.889455929498711,0.628908601124307,0.334097688577188,-1000.22302114013
"72.5%",0.115024361457178,0.0597200450299382,0.895716027086463,0.631587175678098,0.334526109780088,-1000.1492037963
"75%",0.115146765435654,0.0598315425037863,0.901814926217373,0.633754407140171,0.334885107855244,-1000.07774154292
"77.5%",0.115274855451822,0.0599820117394219,0.908814771935986,0.635858241312509,0.335405827876967,-999.996820917554
"80%",0.115411467518676,0.0601225749919223,0.915194000186322,0.638383708217337,0.335916138142138,-999.915619720477
"82.5%",0.115527447276792,0.0603007375027736,0.923544730331519,0.641108273923379,0.336460120954259,-999.837705007591
"85%",0.115680979488185,0.0604718978231345,0.931137850048482,0.643876338537402,0.336974810117102,-999.759252032474
"87.5%",0.115841735965621,0.0606388975195464,0.940098579932686,0.64673325209677,0.337650096241664,-999.670260641448
"90%",0.116029254543303,0.0608589223038825,0.94934613289592,0.650171378269404,0.338398973633595,-999.574413912914
"92.5%",0.116259807659186,0.0610942655272263,0.959515374339043,0.653978477273197,0.339419694324844,-999.470962531516
"95%",0.116558034053349,0.0614338255640089,0.970349505720704,0.658827365894281,0.340496343507628,-999.351726306945
"97.5%",0.117013227269607,0.0619999748152822,0.982737548376457,0.665620014843724,0.34224970108423,-999.196848521555
"100%",0.119563195634145,0.0651717739914932,0.999999385256043,0.699794715667186,0.354428608222023,-998.821623598729
