pos	3pG>A
1	0.0695802185163887
2	0.0596930073905628
3	0.0460168233547749
4	0.0690789473684211
5	0.0542168674698795
6	0.0501704822211398
7	0.0554951033732318
8	0.0498183705241308
9	0.0505893909626719
10	0.0672498633132859
11	0.0472972972972973
12	0.0495867768595041
13	0.0496224379719525
14	0.0496342737722048
15	0.0510659395141299
16	0.0577441985968699
17	0.0466768138001015
18	0.0514258999532492
19	0.0519271948608137
20	0.0536072144288577
21	0.0499031007751938
22	0.0538418395961862
23	0.0414046121593291
24	0.059396299902629
25	0.0542427497314715
