Species	ARS001.A0101	ARS004.A0101	ARS005.A0101	ARS006.A0101	ARS010.A0101	ARS011.A0101	ARS012.A0101	ARS013.A0101	ARS015.A0101	ARS017.A0101	ARS020.A0101	ERR1883418	ERR1883419	ERR1883420	ERR1883421	ERR1883422	ERR1883423	ERR1883424	ERR1883429	ERR1883435	ERR1883437	EXB002.A1101	EXB015.A1701	EXB015.A1901	EXB015.A2201	EXB015.A2801	JAE006.A0101	JAE007.A0101	JAE008.A0101	JAE009.A0101	JAE010.A0101	JAE012.A0101	JAE013.A0101	JAE014.A0101	JAE015.A0101	JAE016.A0101	LIB002.A0113	LIB002.A0114	LIB002.A0115	LIB002.A0116	LIB007.A0115	LIB007.A0116	LIB007.A0117	LIB007.A0118	LIB007.A0123	LIB009.A0102	SRR1631060	SRR1631061	SRR1631063	SRR1631064	SRR1633008	SRR1761664	SRR1761665	SRR1761666	SRR1761667	SRR1761668	SRR1761669	SRR1761670	SRR1761671	SRR1761672	SRR1761673	SRR3184100	SRR3184876	SRR3189411	SRR3189416	SRR3189418	SRS013950	SRS014107	SRS014477	SRS014691	SRS015064	SRS019029	SRS019129	SRS051244	SRS051378	SRS051930	SRS051941	SRS052604	SRS052876	SRS053584	SRS053630	SRS053917	SRS054653	SRS063215	VLC001.A0101	VLC002.A0101	VLC003.A0101	VLC004.A0101	VLC005.A0101	VLC008.A0101	VLC009.A0101	VLC010.A0101
Terribacillus saccharophilus	0	0	0	0	0	0	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	31	58	43	0	0	0	0	0	0	0	0	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	2	0	1	0	0
Terribacillus saccharophilus A	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	4	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0
Terribacillus saccharophilus B	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Terribacillus sp002271665	1	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	2	0
Terribacillus sp002272135	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
Terricaulis silvestris	25	12	13	31	16	148	21	19	42	42	35	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	6	3	0	0	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	8	7	4	7	0	0	1	0	0	1	0	0	0	0	0	2	0	5	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	4	1	0	0	2
Terricaulis sp000974665	15	9	10	13	8	40	16	34	30	39	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	3	1	4	0	0	0	0	0	0	0	0	0	0	1	7	5	5	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	2	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	16	0	0	0	0	0	0	1	0	0	0
Terricaulis sp001464425	12	11	14	14	5	58	8	17	28	24	28	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	6	8	9	9	0	0	0	0	0	0	0	0	0	0	0	0	1	2	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	3	0	0	1	2	1	0
Terricaulis sp001679665	15	1	10	15	8	49	17	25	18	27	30	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	1	4	0	1	1	5	0	0	0	0	0	0	0	0	0	0	2	3	1	3	5	0	0	0	0	0	0	0	0	0	0	0	0	19	24	14	1	0	0	0	0	0	1	0	0	0	2	0	0	0	2	11	0	0	0	0	0	3	0	2	2	1
Terricaulis sp002343395	14	12	11	6	12	21	10	10	24	33	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0
Terricaulis sp003242075	17	26	24	11	19	92	18	17	33	39	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	2	2	0	2	1	4	0	0	0	0	0	0	0	0	0	0	2	3	4	2	0	0	0	0	0	0	0	0	0	0	0	1	0	4	6	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0	2	0	0	1	2	1	1	0
Terricaulis sp003526465	12	14	9	10	12	27	11	13	29	27	17	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	2	1	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	3
Terricaulis sp004634425	19	21	9	12	10	49	5	27	30	30	35	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	2	5	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	25	17	27	18	0	0	0	0	0	0	0	0	0	0	0	0	1	8	11	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	1	2	1	0	1
Terricaulis sp014378995	22	22	17	19	24	80	17	27	42	51	21	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	3	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	4	2	0	0	1	1
Terricaulis sp016195245	9	5	7	17	4	36	5	12	22	17	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	6	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
Terricaulis sp016703335	26	9	8	20	24	43	9	17	25	23	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	10	11	13	15	8	0	0	0	0	0	0	0	0	0	0	2	1	44	33	39	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	1	0
Terricaulis sp016791325	10	14	3	5	13	31	7	11	16	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	2	6	0	0	1
Terricaulis sp016791365	6	13	10	8	22	51	11	15	28	32	30	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	6	7	9	7	5	0	1	0	0	0	0	0	0	0	0	0	0	25	33	23	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	4	0	3	1	0	0
Terricaulis sp016791385	20	15	9	21	16	67	11	21	38	48	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	3	3	1	0
Terricaulis sp017303355	21	18	10	14	15	57	14	26	40	26	24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	8	10	11	0	0	0	0	0	0	0	0	0	1	0	0	0	5	3	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	4	5	1	0	0	0
Terricaulis sp018241475	15	21	11	10	13	53	6	9	47	22	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	3	7	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	1	0	1
Terricaulis sp900696695	29	40	22	28	33	100	30	35	73	55	43	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	7	2	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	7	4	0	3	0	2	3	1	2	0	1
Terricaulis sp902826035	5	10	6	3	4	42	11	14	21	22	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	2	0	0	0
Terricaulis sp902826145	28	8	7	6	8	89	9	25	37	44	40	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	4	2	0	0	1	2	3	1	0	0	0	0	0	0	0	0	0	0	25	17	11	15	0	0	0	0	0	0	0	0	0	0	0	0	2	26	23	16	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	1	1	2	1	4	1	0	0
Terricaulis sp902826245	10	20	14	20	8	35	9	16	26	26	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	1	2	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	1	1	1	0
Terriglobus roseus A	13	2	5	5	13	2	6	12	18	25	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	18	13	11	17	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terriglobus roseus B	11	9	15	10	12	3	9	9	29	39	19	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	4	0	2	1	1	3	1	0	0	0	0	0	0	0	0	0	0	16	23	19	15	0	0	0	0	1	0	0	0	0	0	0	1	2	16	8	14	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1
Terriglobus saanensis	20	7	6	26	17	6	10	22	29	22	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	1	0
Terriglobus sp000800015	9	10	12	11	7	8	6	6	11	20	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	9	16	11	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	2
Terriglobus sp018268855	7	9	3	5	12	3	8	8	17	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	17	24	23	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	2	1	0	1	0
Terriglobus sp903642225	26	14	11	4	10	8	5	15	12	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1
Terriglobus A albidus	12	16	13	11	25	13	10	24	21	24	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	12	0	0	0	1	1	1	0	1	1	0
Terriglobus A sp013361705	11	9	11	10	19	9	14	23	29	25	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	1
Terrilactibacillus laevilacticus	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	2	0	0	0
Terrilactibacillus tamarindi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terrimesophilobacter mesophilus	13	5	34	26	21	33	29	21	45	65	17	3	1	0	1	1	0	2	0	1	1	0	0	0	0	0	1	1	2	5	8	1	0	3	1	4	0	0	0	0	0	0	0	0	0	0	6	8	12	13	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	6	0	1	1	0	0	0	0	0	2	1	3	1	1	1	1	2	6	1	1	5	3
Terrimesophilobacter sp012274275	31	24	18	44	25	29	40	32	37	66	41	0	4	2	0	0	0	1	2	1	0	0	0	0	0	0	2	0	3	4	6	4	1	6	1	7	0	0	0	0	0	0	0	0	0	0	0	3	9	3	1	0	0	0	0	0	0	0	0	0	0	1	1	7	4	7	0	0	0	0	1	0	1	0	0	2	1	0	1	0	1	3	2	0	0	1	0	6	3	1	2	2
Terrimesophilobacter sp017306245	11	15	20	14	15	13	21	24	38	59	19	1	4	2	2	0	1	2	0	0	0	0	0	0	0	1	7	4	5	2	7	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	6	7	5	9	2	0	0	0	1	0	0	0	0	0	0	2	0	2	5	3	0	0	1	0	2	1	0	0	0	0	6	0	2	0	1	5	2	0	1	0	3	3	5	1	2	1
Terrimicrobium sacchariphilum	6	5	16	8	10	10	16	8	13	22	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	0	2	5	0	0	0	0	0	0	0	0	0	0	5	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	0	0	1	0	0	0	8	7	1	0	3	1	1	4	1	0	0	2
Terrimicrobium sp001897195	12	7	6	13	12	9	3	14	21	11	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	1	0	2	1	2	0	0	0	0	0	0	0	0	0	0	9	11	10	2	5	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	1	1	0	0	0	1
Terrimicrobium sp003054655	14	17	12	15	10	14	6	16	20	22	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	3
Terrimonas ferruginea	15	2	4	3	2	6	7	10	9	3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	2	0	0	0	2	4	8	7	0	0	0	0	0	0	0	0	0	0	6	6	3	7	0	0	0	0	0	0	0	0	0	0	0	1	7	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	8	0	0	0	0	0	1	1	1	0	0
Terrimonas sp002399735	1	4	0	5	0	2	0	0	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	6	1	3	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	2	1	1	0	0	0	0
Terrisporobacter glycolicus	0	0	0	0	1	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	3	2	1	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	3	9	3	0	1	0	0	1	7	17	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	1	0	0	1	1	0	1	0
Terrisporobacter glycolicus A	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	4	1	2	1	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	6	6	3	0	0	0	0	0	9	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0
Terrisporobacter mayombei	0	0	0	0	0	0	0	0	0	0	0	6	6	14	0	0	0	0	5	3	5	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	8	7	8	0	2	0	0	1	19	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terrisporobacter othiniensis	0	0	0	1	0	1	2	0	0	0	0	77	90	114	11	0	0	0	23	25	12	0	0	0	0	0	1	4	0	1	1	2	6	0	0	2	0	0	0	0	0	0	0	0	0	0	9	4	11	5	0	9	22	18	0	9	0	0	13	39	34	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0
Terrisporobacter sp017888745	0	0	0	0	0	0	0	0	0	0	0	5	4	9	1	0	0	0	2	3	4	0	0	0	0	0	2	2	3	1	2	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	2	0	4	1	0	10	7	9	0	6	0	0	6	21	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	2	0
Terrisporobacter sp900557165	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	2	5	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	5	4	0	715	3295	2057	16	1126	14	27	2815	3547	5823	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
Terrisporobacter sp902363255	0	0	0	0	0	0	0	0	0	0	0	12	12	15	2	0	0	0	1	5	3	0	0	0	0	0	0	2	0	2	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	9	9	11	0	21	36	23	0	13	0	0	21	54	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0
Tersicoccus phoenicis	44	36	26	36	20	30	42	35	65	99	61	0	0	0	0	0	0	0	0	0	0	1	5	1	9	1	4	2	29	26	20	4	1	130	52	104	0	0	0	0	0	0	0	0	0	0	92	107	102	98	138	0	0	1	0	0	0	0	0	0	0	16	47	11	6	29	0	0	1	0	8	2	0	2	4	1	4	0	1	0	13	15	3	0	3	4	1	13	6	9	9	7
Tersicoccus solisilvae	39	46	40	67	47	35	47	42	67	115	59	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	1	12	13	12	5	0	14	24	27	0	0	0	0	0	0	0	0	0	0	21	19	23	37	1	0	1	0	0	0	0	0	0	0	0	2	6	2	1	1	0	2	1	0	2	0	1	2	1	2	3	0	0	1	2	8	2	0	7	3	3	17	8	3	6	10
Tersicoccus sp001968825	29	28	28	39	30	33	55	55	59	77	60	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	6	12	5	2	0	12	7	12	0	0	0	0	0	0	0	0	0	0	1863	1865	2166	2167	22	0	1	0	0	0	1	0	0	0	0	20	69	13	10	8	1	0	1	0	3	0	0	3	1	1	1	1	2	0	3	19	2	0	0	1	1	7	8	2	7	7
Tetragenococcus halophilus	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	5	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	28	35	25	42	1	0	0	0	0	0	0	0	0	0	0	1	7	1	0	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	5	0	0	0
Tetragenococcus koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	4	5	4	1	0	3	0	0	0	0	0	0	0	0	0	0	18	7	11	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	3	0	3	2	1	1	0
Tetragenococcus muriaticus	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	1	0	0	0	0
Tetragenococcus osmophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	1	5	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	1	0	2	1	0	0	1	2	0	0	2	0	0	1	1	0	0	0
Tetragenococcus pullicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	5	0	2	3	1	0	3	0	0	0	0	0	0	0	0	0	0	9	5	2	2	3	0	0	1	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	4	1	0	0
Tetragenococcus solitarius	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	4	8	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0
Tetrasphaera japonica	111	63	81	93	103	118	167	118	121	173	133	4	1	1	1	1	0	0	0	0	0	3	0	0	0	0	2	0	15	14	12	7	1	16	10	27	0	0	0	0	0	0	0	0	0	0	30	39	43	40	5	0	0	0	0	0	0	1	0	0	1	3	26	3	6	8	11	0	12	5	8	7	8	12	12	4	6	11	5	7	5	6	7	21	5	6	2	31	9	5	18	11
Tetrasphaera A australiensis	40	44	66	79	56	49	76	68	74	125	41	4	1	3	0	0	1	3	0	0	0	1	1	0	0	0	1	1	39	11	8	4	0	27	8	24	0	0	0	0	0	0	0	0	0	0	762	753	889	946	8	0	0	0	0	0	0	0	0	0	0	24	121	18	14	14	4	0	0	0	6	1	4	1	5	3	6	0	0	1	3	5	5	0	11	5	2	23	3	3	22	4
Tetrasphaera A jenkinsii	42	35	48	42	57	69	100	75	53	119	72	1	0	1	0	0	1	0	0	0	0	4	0	0	0	0	1	0	12	19	12	1	0	36	10	28	9	0	0	0	0	0	0	0	0	0	48	45	55	52	59	0	0	0	0	0	0	0	0	0	0	2	2	19	19	13	1	0	0	0	0	0	0	0	2	1	4	0	0	1	22	6	4	0	1	3	2	4	6	2	18	2
Tetrasphaera A sp016702415	83	37	68	58	38	87	114	36	68	90	60	1	1	0	0	0	3	0	0	0	0	4	0	0	0	1	0	0	12	21	11	12	1	13	4	29	0	0	0	0	0	0	0	0	0	0	5	5	13	6	0	0	0	0	1	0	0	0	1	0	0	3	3	0	1	0	1	0	0	0	7	0	3	2	2	1	3	2	6	1	11	12	5	0	4	3	0	32	5	3	7	8
Texcoconibacillus texcoconensis	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	1	0	0	0	0	0	1	0	0	2	0	0	0
Thalassarchaeum betae	0	0	1	1	4	1	1	1	8	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Thalassarchaeum sp002457605	0	0	0	0	0	1	0	0	0	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Thalassarchaeum sp002495735	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
