pos	3pG>A
1	0.193202146690519
2	0.125423728813559
3	0.08011178388449
4	0.0629244001810774
5	0.0501379944802208
6	0.0447479981158738
7	0.0352278064819164
8	0.0287802649611695
9	0.0324374420759963
10	0.0243566176470588
11	0.0232452142206016
12	0.0254276467868701
13	0.0252409362092703
14	0.0233812949640288
15	0.0280416101311624
16	0.0244676030811056
17	0.0316659017898118
18	0.0185270958777212
19	0.0224153705397987
20	0.018630849220104
21	0.0263644773358002
22	0.0134758364312268
23	0.0266365688487585
24	0.0291349170775437
25	0.0138312586445367
