# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/out/FUM003.A0101.SG1.1_5M.mapped_l_mirabilis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/input/GCF_900637555.1_51726_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	44	97
+	32	196
+	30	221
+	49	54
+	37	126
+	42	116
+	68	16
+	36	151
+	38	105
+	39	108
+	34	177
+	53	34
+	47	63
+	33	193
+	61	21
+	31	225
+	65	20
+	51	41
+	41	80
+	70	14
+	71	17
+	56	31
+	48	68
+	46	82
+	35	165
+	45	90
+	60	14
+	50	45
+	43	101
+	54	33
+	90	5
+	75	30
+	57	31
+	73	15
+	67	20
+	62	16
+	40	93
+	76	142
+	83	3
+	55	38
+	80	8
+	74	14
+	66	12
+	59	20
+	63	16
+	64	24
+	52	40
+	91	5
+	92	7
+	135	2
+	111	2
+	85	8
+	72	14
+	109	1
+	96	1
+	77	8
+	58	19
+	29	4
+	98	1
+	94	1
+	78	4
+	88	2
+	89	2
+	112	3
+	119	2
+	82	4
+	100	2
+	86	2
+	84	2
+	95	1
+	121	1
+	69	4
+	79	3
+	101	3
+	141	1
+	117	1
+	81	1
+	93	2
+	115	1
+	99	1
+	123	1
+	105	1
+	102	1
-	32	225
-	35	148
-	41	63
-	42	146
-	40	90
-	44	94
-	39	93
-	30	246
-	36	141
-	31	232
-	33	176
-	48	76
-	38	103
-	43	99
-	37	112
-	47	68
-	57	27
-	52	45
-	74	7
-	56	22
-	49	61
-	45	89
-	53	45
-	64	29
-	34	160
-	72	17
-	46	78
-	75	30
-	60	14
-	76	114
-	65	18
-	66	23
-	50	57
-	68	21
-	51	42
-	73	11
-	61	14
-	83	5
-	55	26
-	82	4
-	99	3
-	85	4
-	77	5
-	118	1
-	71	15
-	109	3
-	54	31
-	91	4
-	69	14
-	58	12
-	70	16
-	59	14
-	62	16
-	93	4
-	80	5
-	67	16
-	63	11
-	103	2
-	128	1
-	96	5
-	101	2
-	105	2
-	84	3
-	78	5
-	79	4
-	87	3
-	94	1
-	116	1
-	111	1
-	113	1
-	90	2
-	29	3
-	92	3
-	88	2
-	120	1
-	86	5
-	121	1
-	81	2
-	95	2
-	89	3
-	100	2
-	102	1
-	119	1
-	98	1
