# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/mapDamage2_ssLibs/input/GOY005.A0103.SG1.4_5M.mapped_a_kilianii_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/input/GCF_963519225.1_ERR9968767_bin.6_MetaWRAP_v1.3_MAG_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	79	54
+	41	2298
+	57	536
+	36	3769
+	43	2351
+	32	4912
+	33	4543
+	37	3443
+	35	4029
+	50	1201
+	44	2104
+	45	2008
+	51	975
+	31	5088
+	76	106
+	54	715
+	40	2567
+	49	1249
+	56	563
+	30	5156
+	53	818
+	72	114
+	61	345
+	39	2817
+	48	1385
+	47	1561
+	42	2530
+	46	1724
+	52	929
+	68	193
+	38	3125
+	58	488
+	34	4308
+	66	226
+	69	149
+	62	269
+	84	24
+	80	48
+	60	387
+	70	134
+	77	80
+	63	247
+	55	624
+	73	122
+	78	63
+	67	199
+	64	306
+	65	270
+	101	10
+	88	13
+	59	428
+	87	29
+	74	94
+	71	136
+	86	21
+	75	81
+	82	36
+	115	2
+	81	51
+	102	8
+	93	20
+	120	4
+	96	15
+	83	45
+	95	13
+	89	36
+	85	35
+	97	17
+	99	13
+	29	16
+	107	9
+	111	4
+	112	3
+	119	1
+	98	7
+	91	21
+	90	19
+	104	11
+	94	13
+	92	18
+	108	4
+	100	11
+	103	7
+	132	2
+	121	2
+	106	7
+	117	4
+	105	5
+	138	1
+	113	3
+	125	3
+	131	4
+	116	2
+	127	2
+	128	1
+	28	1
+	123	1
+	110	2
+	118	2
+	122	1
+	129	3
+	126	2
+	135	1
+	137	1
+	114	3
-	43	2323
-	38	3081
-	35	4205
-	42	2434
-	30	4975
-	47	1625
-	32	5019
-	49	1274
-	36	3675
-	46	1744
-	37	3427
-	31	5111
-	33	4636
-	51	958
-	34	4291
-	59	420
-	44	2150
-	41	2390
-	40	2555
-	39	2811
-	56	599
-	50	1096
-	53	764
-	55	657
-	63	252
-	71	137
-	61	330
-	58	414
-	48	1406
-	57	547
-	45	1891
-	52	875
-	54	727
-	99	16
-	73	114
-	62	287
-	66	218
-	72	145
-	65	235
-	60	353
-	64	277
-	68	184
-	80	55
-	75	97
-	69	175
-	89	22
-	93	14
-	92	23
-	81	43
-	78	69
-	70	131
-	29	17
-	83	21
-	76	109
-	85	24
-	74	90
-	88	27
-	67	215
-	97	17
-	82	50
-	105	11
-	91	15
-	94	17
-	84	33
-	101	6
-	106	6
-	79	69
-	112	7
-	90	27
-	86	27
-	104	9
-	109	5
-	111	4
-	77	70
-	108	5
-	95	8
-	125	4
-	118	5
-	126	2
-	96	19
-	102	6
-	116	3
-	98	10
-	87	23
-	100	10
-	107	8
-	117	3
-	137	1
-	103	8
-	129	3
-	113	2
-	115	2
-	121	1
-	119	2
-	122	2
-	131	2
-	127	1
-	124	1
-	133	4
-	128	2
-	138	1
-	134	1
-	114	2
-	140	1
-	110	1
-	130	2
