"","Position","C.T","G.A"
"1",1,0.938224302739939,0
"2",2,0.924165408386177,0
"3",3,0.908847250999371,0
"4",4,0.892868572516632,0
"5",5,0.876940452737603,0
"6",6,0.861764623584042,0
"7",7,0.847915266049794,0
"8",8,0.835764117248691,0
"9",9,0.825465222631087,0
"10",10,0.816988715652541,0
"11",11,0.810178928920608,0
"12",12,0.804813640220785,0
"13",-12,0.804813640220785,0
"14",-11,0.810178928920608,0
"15",-10,0.816988715652541,0
"16",-9,0.825465222631087,0
"17",-8,0.835764117248691,0
"18",-7,0.847915266049794,0
"19",-6,0.861764623584042,0
"20",-5,0.876940452737603,0
"21",-4,0.892868572516632,0
"22",-3,0.908847250999371,0
"23",-2,0.924165408386177,0
"24",-1,0.938224302739939,0
