pos	3pG>A
1	0.141666666666667
2	0.138297872340426
3	0.0808823529411765
4	0.0614035087719298
5	0.0169491525423729
6	0.0347826086956522
7	0.0272108843537415
8	0.0983606557377049
9	0.0338983050847458
10	0.0078740157480315
11	0.0583333333333333
12	0.0583941605839416
13	0.0220588235294118
14	0.032520325203252
15	0.0454545454545455
16	0.0675675675675676
17	0.046875
18	0.0588235294117647
19	0.0507246376811594
20	0.0491803278688525
21	0.0291970802919708
22	0.00746268656716418
23	0.0258620689655172
24	0.0252100840336134
25	0.0588235294117647
