# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/methanobrevibacter_oralis/mapDamage2_dsLibs/input/GOY005.A0101.SG1.2_5M.mapped_m_oralis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/methanobrevibacter_oralis/input/GCA_001639275.1_ASM163927v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	36	27
+	47	3
+	45	12
+	62	5
+	58	4
+	49	12
+	41	9
+	55	7
+	53	8
+	124	1
+	73	1
+	38	12
+	35	11
+	71	2
+	44	8
+	39	8
+	37	16
+	42	16
+	40	12
+	51	7
+	46	11
+	56	4
+	50	14
+	48	10
+	67	3
+	60	4
+	31	15
+	30	21
+	54	5
+	63	6
+	81	1
+	106	1
+	33	17
+	43	12
+	61	4
+	95	2
+	75	1
+	69	3
+	59	4
+	34	10
+	32	12
+	64	2
+	52	3
+	65	3
+	79	1
+	98	1
+	80	1
+	68	3
+	88	1
+	89	1
+	130	1
+	76	2
+	94	1
+	57	1
+	102	1
+	72	1
+	70	2
+	66	3
+	119	1
+	78	1
+	104	1
+	82	1
-	39	7
-	63	4
-	54	8
-	47	11
-	38	13
-	31	19
-	34	15
-	33	20
-	61	4
-	32	20
-	60	6
-	82	1
-	50	5
-	94	2
-	55	3
-	45	15
-	36	13
-	77	3
-	48	18
-	37	11
-	30	11
-	66	4
-	35	6
-	52	12
-	84	1
-	51	6
-	58	4
-	40	9
-	69	3
-	44	11
-	42	17
-	46	7
-	41	8
-	89	1
-	83	1
-	122	1
-	56	3
-	53	5
-	64	4
-	49	9
-	105	1
-	57	2
-	70	3
-	88	1
-	68	3
-	59	3
-	43	11
-	29	2
-	71	4
-	85	2
-	65	5
-	99	1
-	75	5
-	76	5
-	90	1
-	73	1
-	62	2
-	81	1
-	80	1
-	72	1
-	109	1
-	67	1
-	78	1
