"","Position","C.T","G.A"
"1",1,0.928520119952181,0.834538601822972
"2",2,0.888650260314358,0.788532125374485
"3",3,0.852884685126589,0.755729414287394
"4",4,0.827752024460568,0.735420108055096
"5",5,0.814343948917817,0.719666270134452
"6",6,0.816248432747878,0.687888047226049
"7",7,0.8191570141749,0.662032596451502
"8",8,0.819318706159811,0.651309731517037
"9",9,0.82029433534517,0.641824370961044
"10",10,0.818932711286561,0.643566486163959
"11",11,0.808344983833002,0.675576971851606
"12",12,0.783580443795579,0.725616991846468
"13",-12,0.713715717434339,0.788227906191177
"14",-11,0.77355949599025,0.740181305041996
"15",-10,0.795632132776373,0.706565918890008
"16",-9,0.785725505900533,0.726073705391089
"17",-8,0.767424244671383,0.753014473256666
"18",-7,0.768672327879903,0.756860077093316
"19",-6,0.784790310694834,0.747774578183045
"20",-5,0.788122745403126,0.762162515408734
"21",-4,0.773262737351059,0.804432058850111
"22",-3,0.772480975121392,0.843499960340249
"23",-2,0.79746180046286,0.883628451798023
"24",-1,0.854104665843911,0.922261396748608
