pos	5pC>T
1	0.136752136752137
2	0.10655737704918
3	0.0625
4	0.0694444444444444
5	0.0341880341880342
6	0.0583333333333333
7	0.0446428571428571
8	0.094488188976378
9	0.040650406504065
10	0.0895522388059701
11	0.078740157480315
12	0.0482758620689655
13	0.0148148148148148
14	0.0597014925373134
15	0.0367647058823529
16	0.0300751879699248
17	0.0234375
18	0.0689655172413793
19	0.041958041958042
20	0.0378787878787879
21	0.0390625
22	0.0236220472440945
23	0.031496062992126
24	0.0232558139534884
25	0.0222222222222222
