"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0851698641689818,0.0752242110277227,0.720521798479461,0.542967827788553,0.622039712608457,-465.816738667873
"Std.",0.0055763331397795,0.00752703751380954,0.153780331759451,0.0846155458396545,0.05025805028575,1.47310862675881
"Acceptance ratio",0.20432,0.23906,0.21024,0.2377,0.27288,0.7327
"0%",0.066554840853449,0.0423303152208422,0.230046560859006,0.189052524163731,0.444694644252023,-476.77344851754
"2.5%",0.0747284125857264,0.0605379032523443,0.419643393226827,0.369780286957199,0.530366504036091,-469.462594204552
"5%",0.0762170988493673,0.0630145023671666,0.460637357542577,0.401580612882682,0.541854900930954,-468.649142238734
"7.5%",0.0772246682892577,0.0645210219317691,0.492231056332949,0.418379524627636,0.550535958274369,-468.176047257166
"10%",0.077998729717505,0.0656538612796082,0.515125033305829,0.432722062838696,0.558008539682249,-467.813859045238
"12.5%",0.0786298719750792,0.0666207345343413,0.532238120707114,0.444095829345347,0.564310941569566,-467.520584616817
"15%",0.0793254251492512,0.0674626876292212,0.549044613119268,0.453818547293294,0.569714178747086,-467.282116521533
"17.5%",0.0798459845681847,0.0682439233355402,0.564376696667874,0.463804049259704,0.574813110534098,-467.071480751722
"20%",0.080386323721077,0.0689025102797921,0.577668362927864,0.471561752641373,0.579002370208666,-466.88356112782
"22.5%",0.080937209322993,0.0696120061180732,0.591534751720629,0.479024498090987,0.583586047498646,-466.714214282435
"25%",0.0814355545424446,0.0702268028771591,0.604184842262903,0.486605087636862,0.587774983519045,-466.564354651304
"27.5%",0.0818337040289736,0.0707527055732995,0.61706201561729,0.493750327591458,0.591348333183197,-466.422854595356
"30%",0.0822126586267465,0.071257206748866,0.630586349850654,0.50010124614399,0.595303715761264,-466.30223006444
"32.5%",0.0825828714361814,0.0717622170050726,0.642208257261106,0.506489974484132,0.598655372841689,-466.175551654326
"35%",0.0829864130416494,0.072296609702867,0.655232997843203,0.512945734608333,0.602163790098498,-466.064379408005
"37.5%",0.0833144072462669,0.0727933912502585,0.667065390760724,0.519111314065892,0.604996235060616,-465.961639571773
"40%",0.0836309328890914,0.0732484083277759,0.681150885468942,0.525170550925671,0.607867155192971,-465.865234025297
"42.5%",0.0839877299670353,0.0737385017007703,0.691513883161034,0.530801251531513,0.610934094295055,-465.763846391587
"45%",0.0842906970247719,0.0742147998062311,0.703307905261961,0.536441394177208,0.613894482009526,-465.67622698218
"47.5%",0.0846575752407453,0.0747280994416136,0.71553876235557,0.541735836181551,0.616907510334347,-465.590779277888
"50%",0.0850178966619206,0.0751890549215828,0.727236696133479,0.547559221825624,0.620123204256041,-465.502232507529
"52.5%",0.0853370189946745,0.075600499820191,0.737854214336241,0.552388516569136,0.623088197652936,-465.418458551491
"55%",0.0857507969611094,0.0760747528511279,0.748256089435309,0.557184340036626,0.626211095210749,-465.336828934693
"57.5%",0.0861072770750912,0.0766223928706689,0.758865983953882,0.562298432002064,0.62927664954222,-465.260399089815
"60%",0.086508527147545,0.0770892531082601,0.769833347531456,0.567797346194849,0.632592581433035,-465.179262734443
"62.5%",0.0868634553729373,0.0776163243449719,0.779469799971557,0.573551542483013,0.63618179070282,-465.10341808752
"65%",0.0872499114123265,0.0781157863029324,0.790700271423734,0.579005880406158,0.639231711478333,-465.026651583734
"67.5%",0.0875870285145865,0.0786133633353029,0.802685412556711,0.58504186907617,0.6428365460546,-464.949389910824
"70%",0.0879848369921055,0.0791433020245558,0.814965220384524,0.590493403483979,0.646243653344245,-464.875509599061
"72.5%",0.088383192202882,0.0797872699679152,0.829223996578696,0.595615154556145,0.650511153032099,-464.805159962349
"75%",0.0887931853040662,0.0803751105806251,0.841884440626505,0.601852802009348,0.654264921125684,-464.729260426575
"77.5%",0.0892606120314121,0.0809840218558463,0.854562344005899,0.607798413719963,0.658363071300826,-464.656146299695
"80%",0.0898054755795394,0.0815240436284312,0.868226530118218,0.61515478105157,0.662936714750112,-464.578818717153
"82.5%",0.0903381452744154,0.0822772076842144,0.884237673790711,0.622317855959089,0.668709921980465,-464.507361661658
"85%",0.090892123165188,0.08292674771109,0.898423517730245,0.629955943442386,0.674125298943974,-464.429463853807
"87.5%",0.0915526880922063,0.083822803667607,0.912082636253161,0.638409374899468,0.680281654223966,-464.350302968273
"90%",0.0924316430772953,0.0848872869217292,0.930084937670353,0.648717361212965,0.687576753681625,-464.258203255441
"92.5%",0.0935449190718689,0.0860797783383626,0.946373448499175,0.660565887633145,0.696401770562999,-464.159880170648
"95%",0.0946690005619967,0.0876957009089446,0.961247013047689,0.676373716925993,0.708546744511341,-464.050712822056
"97.5%",0.0964990242476185,0.0899257731182917,0.981617952183305,0.697526025049339,0.727426490770201,-463.905011391635
"100%",0.10742449124034,0.108143201416895,0.999991570123663,0.840240610779454,0.830852912369835,-463.547592087885
