pos	3pG>A
1	0.0128276898961949
2	0.01228155126117
3	0.0114911080711354
4	0.0115965687708869
5	0.0112891086979895
6	0.0119573350547983
7	0.0104863104009928
8	0.0105297387695691
9	0.0112574814726806
10	0.0100778043251853
11	0.00958963820910393
12	0.0105448675226966
13	0.010046120827435
14	0.00994270306707111
15	0.00974226349663503
16	0.0100834704197892
17	0.0107130122013612
18	0.0104260106171787
19	0.0108346285593566
20	0.010059456354689
21	0.0103277089920511
22	0.00960290682584999
23	0.0101889588736569
24	0.0107757663671754
25	0.0103469538146873
