# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/mapDamage2_ssLibs/input/CDM020.A0102.SG1.4_5M.mapped_a_dentalis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/input/GCF_000429225.1_ASM42922v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	43	3115
+	37	3475
+	32	4409
+	82	172
+	33	3996
+	68	561
+	35	4051
+	30	4390
+	48	2150
+	36	3651
+	44	3000
+	47	2335
+	73	391
+	38	3392
+	83	171
+	113	32
+	34	4110
+	50	1873
+	65	731
+	46	2603
+	100	59
+	40	2876
+	53	1478
+	70	466
+	67	587
+	54	1263
+	76	605
+	31	4398
+	81	197
+	49	1994
+	56	1157
+	61	793
+	51	1718
+	42	3100
+	78	244
+	87	140
+	41	2830
+	72	404
+	45	2603
+	39	3049
+	52	1606
+	77	296
+	60	746
+	55	1207
+	59	941
+	69	485
+	57	997
+	62	660
+	58	995
+	66	678
+	79	225
+	63	646
+	85	160
+	92	103
+	125	16
+	116	29
+	103	43
+	90	114
+	80	226
+	64	720
+	75	334
+	71	443
+	107	35
+	127	17
+	74	343
+	95	77
+	134	11
+	109	38
+	84	152
+	86	142
+	94	90
+	101	63
+	111	27
+	97	73
+	88	116
+	98	54
+	91	106
+	110	38
+	89	116
+	96	84
+	128	12
+	120	27
+	93	93
+	115	28
+	99	58
+	106	41
+	129	12
+	119	15
+	102	44
+	104	49
+	29	22
+	135	9
+	112	36
+	114	22
+	105	57
+	108	36
+	117	14
+	141	9
+	126	18
+	137	4
+	118	24
+	122	8
+	139	4
+	138	6
+	123	17
+	136	3
+	131	6
+	121	15
+	124	18
+	140	5
+	130	13
+	132	6
+	133	5
+	28	2
+	27	1
-	43	2977
-	32	4387
-	33	4115
-	30	4369
-	46	2572
-	31	4331
-	41	2775
-	38	3366
-	37	3481
-	42	3230
-	36	3737
-	34	3963
-	35	3873
-	72	441
-	65	695
-	66	656
-	44	2912
-	62	672
-	58	886
-	71	417
-	96	85
-	57	1046
-	68	530
-	55	1274
-	80	202
-	40	3028
-	53	1472
-	73	386
-	45	2647
-	39	3058
-	47	2282
-	90	103
-	63	596
-	79	211
-	108	25
-	48	2091
-	50	1851
-	59	901
-	61	754
-	49	2036
-	83	191
-	52	1574
-	74	327
-	54	1325
-	78	249
-	56	1107
-	60	851
-	51	1717
-	81	183
-	75	342
-	119	18
-	103	46
-	64	774
-	95	86
-	70	484
-	76	593
-	69	461
-	89	100
-	93	85
-	105	40
-	67	575
-	115	24
-	107	44
-	88	111
-	82	200
-	120	20
-	98	78
-	116	18
-	91	121
-	77	266
-	102	44
-	85	153
-	92	102
-	100	58
-	86	152
-	84	140
-	110	26
-	129	8
-	87	127
-	141	1
-	111	42
-	138	7
-	101	50
-	113	29
-	94	68
-	99	51
-	97	83
-	118	20
-	121	20
-	114	27
-	29	19
-	126	10
-	132	11
-	109	43
-	127	17
-	133	10
-	104	52
-	117	25
-	106	32
-	112	20
-	134	6
-	136	7
-	139	4
-	130	9
-	128	10
-	123	8
-	140	5
-	125	15
-	124	8
-	135	8
-	137	6
-	122	8
-	131	7
-	28	1
